Name,R.A.,Dec.,OID,Discovery date (UT),mag,er_down,er_up,ref,er_ref,TNS,Type,Comments,z_ph,er_z_ph,Remarks
SNAD_TEST_008,195.9552,55.91314,790209200005857,2020-02-19 11:17:33.792,20.72,0.29,0.4,19.95,0.07,AT 2020afiq,PSN,,,,
