ra,dec,type,subtype,name,SDSS-ID,objID,sp-ID,oids
167.342121,23.9183,ABS,,SDSS J110922.07+235507.0      ,5140-301-3-0105-0141,1237667550346149888,2489-53857-0159,[Decimal('622202100035103')]
167.4104167,37.60325,Continual  with z,BZB,5BZB J1109+3736,4469-301-1-0356-0024,1237664667365799936,4626-55647-0981,[Decimal('713202300000553')]
167.420492,40.241278,QSO,,SDSS J110940.83+401429.6      ,3893-301-1-0086-0185,1237662193446939904,1437-53046-0005,[Decimal('713206200008256')]
167.43519414,21.75894038,ABS,,,5194-301-4-0355-0031,1237667782827630080,2492-54178-0440,[Decimal('573214400009113')]
167.575563,10.771456,QSO1.5,,SDSS J111018.12+104619.5      ,3804-301-1-0067-0153,1237661811193609984,5361-55973-0970,[]
167.582271,25.097392,QSO,,NVSS J111019+250554           ,5140-301-6-0107-0121,1237667551956890112,6413-56336-0382,[]
167.73304,28.54364,ABS,,Mrk 422,5061-301-3-0348-0115,1237667211059650048,2211-53786-0024,[Decimal('622214400004782')]
167.7367917,35.652,Continual without z,BZB,5BZB J1110+3539,4504-301-2-0078-0109,1237664818208300032,4622-55629-0373,[Decimal('669213300004507')]
167.73825,17.0821389,Continual without z,BZB,5BZB J1110+1704,5381-301-4-0092-0107,1237668585969280000,5362-56017-0822,[]
167.738354,17.082153,ABS,,WISE J111057.19+170455.7      ,5381-301-4-0092-0107,1237668585969280000,5362-56017-0822,[]
167.7744583,52.4636389,QSO,BZQ,5BZQ J1111+5227,3103-301-1-0087-0002,1237658800422840064,6705-56636-0206,[Decimal('788203200003249')]
167.775975,13.567244,ABS,,SDSS J111106.24+133402.7      ,3631-301-2-0340-0301,1237661068719030016,1751-53377-0022,[Decimal('522209200008166')]
167.77647419974,52.1373515842601,NLS1.8,,,2830-301-6-0350-0154,1237657630598360064,6699-56411-0646,[Decimal('788203200020014')]
167.82725,15.5092194,QSO1.0,BZQ,5BZQ J1111+1530,4344-301-6-0192-0021,1237664133168489984,1752-53379-0322,[Decimal('573202400017861')]
167.855654,16.264953,ABS,,SDSS J111125.31+161551.7      ,5381-301-2-0092-0649,1237668584895539968,2491-53855-0140,[]
167.8787083,34.8676083,Continual without z,BZB,5BZB J1111+3452,4550-301-6-0077-0060,1237665017924219904,4623-55621-0508,[Decimal('669209200003059')]
167.8975,22.18381,ABS,,Mrk 1285,5194-301-5-0358-0140,1237667783364699904,2492-54178-0420,[Decimal('573214100003145')]
167.967779,8.153422,ABS,,2MASX J11115227+0809124       ,3841-301-6-0022-0015,1237661972788800000,1004-52723-0528,"[Decimal('522201400020024'), Decimal('470213100017819')]"
167.9901,51.606417,ABS,,2MASX J11115766+5136226       ,2883-301-4-0131-0168,1237657857143529984,878-52353-0399,[Decimal('788203400026979')]
168.0330833,26.1343583,ABS,BZG,5BZB J1112+2608,5087-301-3-0114-0149,1237667322713469952,2212-53789-0029,[]
168.046125679142,27.5489463445434,HII,,,5112-301-6-0381-0116,1237667431715760128,2214-53794-0361,[Decimal('622210100019318')]
168.1024583,17.8560583,Continual without z,BZB,5BZB J1112+1751,5381-301-6-0095-0114,1237668587043219968,2490-54179-0008,[]
168.112,51.63681,HII,,Mrk 164,2883-301-4-0132-0054,1237657857143600128,878-52353-0387,[Decimal('788203400016169')]
168.159804,43.441,ABS,,B3 1109+437 NED01             ,3562-301-3-0119-0169,1237660772888669952,4685-55657-0096,[]
168.1615,34.7775278,QSO,BZQ,5BZQ J1112+3446,4576-301-6-0356-0117,1237665129611650048,4627-55626-0034,[Decimal('669209100003191')]
168.16596,9.05617,HII,,Mrk 731,3525-301-2-0089-0034,1237660613436039936,1221-52751-0009,[Decimal('522201100031785')]
168.16979,25.49786,HII,,Mrk 730,5112-301-1-0380-0043,1237667429031340032,2214-53794-0244,[]
168.30075,45.764792,ABS,,SDSS J111312.19+454553.0      ,3530-301-2-0310-0152,1237660634925360128,1438-53054-0171,[]
168.321143385588,48.0816738602024,HII,,,3059-301-2-0079-0158,1237658611980630016,,[Decimal('753210400004738')]
168.42221,7.76261,ABS,,Mrk 1295,3841-301-5-0025-0022,1237661972252130048,1004-52723-0623,"[Decimal('470213100009589'), Decimal('471216200018547')]"
168.45687,9.58633,Sy1.9/LINER,,Mrk 732,3525-301-3-0091-0004,1237660613973040128,1222-52763-0341,[Decimal('522201100020499')]
168.4945417,14.7074972,NLQ1.5,BZQ,5BZQ J1113+1442,4344-301-4-0196-0039,1237664132095010048,1752-53379-0470,"[Decimal('522213100004617'), Decimal('523216200005881')]"
168.5456,48.318592,HII,,NGC 3583 GROUP                ,2964-301-2-0249-0060,1237658203969880064,965-52438-0305,[Decimal('753210400009157')]
168.662048405208,32.6926389430752,NLS1.0,,,4576-301-1-0357-0051,1237665126927360000,6438-56367-0524,"[Decimal('669205100024126'), Decimal('670208200005850')]"
168.864625,45.563642,QSO1.5,,SDSS J111527.51+453348.0      ,3698-301-2-0094-0306,1237661356465710080,6648-56383-0592,[Decimal('753202100001156')]
168.96688,41.59128,HII,,Mrk 1443,3893-301-4-0095-0071,1237662195058139904,1439-53003-0593,[]
168.989383,24.496314,QSO1.5,,SDSS J111557.45+242946.7      ,5140-301-4-0115-0114,1237667550883670016,2493-54115-0519,[Decimal('622205300024786')]
168.999808,31.097883,ABS,,2MASX J11155995+3105527       ,4623-301-3-0079-0150,1237665329846350080,1979-53431-0282,"[Decimal('669201100016993'), Decimal('670204200018301')]"
169.013055867046,2.14784904362257,NLS1.2,,,1462-301-3-0291-0116,1237651753468620032,511-52636-0315,[Decimal('471204100003476')]
169.01583954,24.68391224,ABS,,,5224-301-5-0111-0094,1237667912197530112,2493-54115-0510,[Decimal('622205300038198')]
169.13487,28.77636,HII,,Mrk 37,5061-301-3-0357-0039,1237667211060239872,2215-53793-0197,[Decimal('622213300016609')]
169.135346,51.938122,Sy2.0/LINER,,SDSS J111632.72+515618.4      ,2830-301-5-0355-0686,1237657630061819904,6699-56411-0886,[Decimal('788203400019322')]
169.276,20.2353583,QSO,BZQ,5BZB J1117+2014,5313-301-6-0068-0041,1237668294983680000,5878-56033-0547,[Decimal('573209100004296')]
169.302179,12.371731,Unknown,,MJV 14222                     ,3836-301-4-0138-0257,1237661950247820032,5368-56001-0570,[]
169.3105,19.461022,ABS,,2MASX J11171464+1927386       ,5313-301-4-0068-0042,1237668293909929984,2495-54175-0395,[Decimal('573209400027544')]
169.319254,57.9694,QSO1.5,,SDSS J111716.59+575811.7      ,2243-301-1-0282-0123,1237655106763749888,951-52398-0206,[]
169.319390870585,30.2704864573504,Unknown,,,5071-301-6-0357-0205,1237667255620529920,6441-56364-0924,[Decimal('670204300001577')]
169.3229583,0.1093278,ABS,BZG,5BZB J1117+0006,6793-301-4-0058-0132,1237674650460879872,279-51984-0497,[Decimal('420215300000689')]
169.37421,51.40383,HII,,Mrk 1444,2883-301-3-0136-0101,1237657856606990080,878-52353-0494,[Decimal('753214100020738')]
169.38504,51.43142,HII,,Mrk 1445,2883-301-3-0137-0003,1237657856607049984,878-52353-0495,[Decimal('753214100027723')]
169.4884583,53.9319194,Continual without z,BZB,5BZB J1117+5355,2821-301-3-0142-0070,1237657590319409920,6705-56636-0980,[]
169.58554,53.75344,HII,,Mrk 39,3103-301-3-0096-0021,1237658801497169920,1012-52649-0154,[]
169.58687,22.43628,HII,,Mrk 733,5183-301-5-0254-0094,1237667736113250048,2496-54178-0332,"[Decimal('573213100007960'), Decimal('573213100027696'), Decimal('574216200015578'), Decimal('622201400026410'), Decimal('622201400036572')]"
169.63575,23.469,ABS,,Mrk 1288,5224-301-2-0113-0190,1237667910587049984,2493-54115-0056,"[Decimal('622201100014562'), Decimal('623204200015113')]"
169.640754,34.961319,QSO1.5,,SDSS J111833.78+345740.7      ,4576-301-6-0364-0157,1237665129612179968,4623-55621-0804,[Decimal('670212100009979')]
169.65171,63.28044,HII,,Mrk 165,1345-301-1-0316-0044,1237651249885339904,596-52370-0010,[Decimal('818210100021436')]
169.72779,36.67414,HII,,Mrk 1289,4392-301-4-0152-0003,1237664338250560000,2037-53446-0298,[Decimal('670216100009544')]
169.735554,9.610117,ABS,,SDSS J111856.47+093639.1      ,3525-301-3-0099-0137,1237660613973570048,1222-52763-0467,[]
169.738737,12.578294,QSO1.5,,[HB89] 1116+128               ,3804-301-5-0082-0032,1237661813342070016,1605-53062-0434,[Decimal('523212400001353')]
169.73875,12.57825,QSO,BZQ,5BZQ J1118+1234,3804-301-5-0082-0032,1237661813342070016,1605-53062-0434,[Decimal('523212400001353')]
169.745992,15.385783,ABS,,NVSS J111858+152314           ,3631-301-6-0353-0256,1237661070867360000,5367-55986-0314,[]
169.765938,60.478108,ABS,,2MASX J11190397+6028408       ,1896-301-1-0118-0064,1237653616399350016,775-52295-0210,[Decimal('818206400020909')]
169.785579,24.828922,Unknown,,SDSS J111908.59+244944.3      ,5224-301-5-0115-0560,1237667912197799936,6420-56304-0791,[]
169.78725,9.0063583,Em,BZG,5BZG J1119+0900,3031-301-2-0331-0223,1237658491738060032,1222-52763-0167,[Decimal('523204100014265')]
169.80975,60.0825583,QSO,BZQ,5BZQ J1119+6004,2243-301-6-0287-0008,1237655109448430080,7108-56686-0729,[Decimal('818202100000186')]
169.85787,62.48403,HII,,Mrk 166,2304-301-5-0151-0047,1237655370895650048,775-52295-0410,[Decimal('818210400004528')]
169.880610823874,54.5921916348833,Em,,,3103-301-5-0098-0077,1237658802571049984,6705-56636-0953,[Decimal('788206200009019')]
169.909262,61.485403,ABS,,2MASX J11193819+6129069       ,2304-301-3-0150-0142,1237655369821839872,775-52295-0177,[Decimal('818206100003674')]
169.947957293184,22.8632229624053,Sy1.2,,,5183-301-6-0256-0160,1237667736650249984,6420-56304-0234,"[Decimal('622201400011823'), Decimal('623204300024615')]"
169.9684583,16.9491389,QSO,BZQ,5BZQ J1119+1656,5360-301-4-0159-0122,1237668495779360000,5889-56038-0056,[]
169.985384311315,16.9473724359846,Em,,,5360-301-4-0159-0130,1237668495779360000,5367-55986-0743,[]
170.020496,46.129608,QSO1.8,,SDSS J112004.94+460746.7      ,3698-301-3-0101-0034,1237661357003040000,3216-54908-0162,[Decimal('753205300004925')]
170.067283,43.913947,Sy2.0,,6C B111730.9+441116           ,3813-301-3-0156-0388,1237661850927889920,4686-56013-0755,"[Decimal('713213200002283'), Decimal('714216200001868')]"
170.09645,54.074133,QSO1.8,,WISE J112023.22+540427.2      ,2821-301-3-0145-0086,1237657590319610112,1012-52649-0600,[Decimal('788206200006253')]
170.0970833,54.0746389,QSO,BZQ,5BZQ J1120+5404,2821-301-3-0145-0086,1237657590319610112,1012-52649-0600,[Decimal('788206200006253')]
170.109592,57.168072,HII,,SDSS J112026.30+571005.2      ,3697-301-5-0036-0276,1237661353777560064,7100-56636-0269,[Decimal('788214300010544')]
170.1601667,7.0797472,QSO,BZQ,5BZQ J1120+0704,3015-301-3-0374-0330,1237658423558269952,5369-56272-0249,[Decimal('471215300015953')]
170.20025,42.2034389,Continual without z,BZB,5BZB J1120+4212,3893-301-5-0102-0044,1237662195595470080,4686-56013-0232,"[Decimal('713209100001229'), Decimal('714212200000791')]"
170.2489583,1.7491083,ABS,BZG,5BZB J1120+0144,1462-301-2-0300-0025,1237651752932339968,511-52636-0197,[Decimal('471203200023070')]
170.309260264454,3.42965983014211,NLS1.5,,,1462-301-6-0300-0104,1237651755079820032,511-52636-0443,[Decimal('471207300001515')]
170.42534846,2.86856749,ABS,,,1462-301-5-0301-0224,1237651754543020032,511-52636-0518,[Decimal('471207300019748')]
170.48625,43.2491389,LINER,BZG,5BZG J1121+4314,3818-301-2-0099-0165,1237661871862119936,1365-53062-0237,"[Decimal('713213400000895'), Decimal('714216300022112')]"
170.5395,51.13033,HII,,Mrk 167,2883-301-2-0141-0010,1237657856070449920,878-52353-0078,"[Decimal('753213200002090'), Decimal('754216200027465')]"
170.5492083,43.2804694,Continual without z,BZB,5BZB J1122+4316,3818-301-2-0099-0196,1237661871862119936,4686-56013-0810,"[Decimal('713213400008167'), Decimal('714216300021963')]"
170.62375,18.0906389,QSO1.2,BZQ,5BZQ J1122+1805,5381-301-6-0111-0004,1237668587044270080,5878-56033-0168,[Decimal('574208100007787')]
170.637887553079,50.2577176768939,S1.8,,,2964-301-6-0261-0096,1237658206118149888,,"[Decimal('753213300023347'), Decimal('754216300001736')]"
170.670834148342,5.2205229277366,Unknown,,,2126-301-4-0344-0018,1237654605867249920,836-52376-0474,[Decimal('471211300009339')]
170.727625,16.589761,Sy2.0/LINER,,NGC 3655                      ,5360-301-3-0164-0015,1237668495242820096,2494-54174-0111,[Decimal('574204100034717')]
170.79733,29.94142,AGN,,Mrk 635,5071-301-5-0365-0107,1237667255084179968,2215-53793-0609,[Decimal('670203300018291')]
170.863083,16.856511,ABS,,SDSS J112327.17+165123.7      ,5381-301-3-0112-0018,1237668585433720064,2494-54174-0112,[Decimal('574204100025852')]
170.99090127,56.17532038,HII,,,2826-301-2-0243-0012,1237657611264000000,909-52379-0037,[Decimal('788210200004924')]
171.01125,23.6127472,QSO,BZQ,5BZQ J1124+2336,5224-301-2-0122-0281,1237667910587640064,6421-56274-0524,[Decimal('623204100005113')]
171.02225,20.7649194,Continual without z,BZB,5BZB J1124+2045,5194-301-1-0376-0030,1237667781218400000,6430-56299-0302,[Decimal('574212100000011')]
171.027826644958,6.18372426764625,QSO,,,3841-301-1-0042-0266,1237661970105760000,4849-55945-0678,[Decimal('471211100001491')]
171.050175,43.431461,QSO,,SDSS J112412.22+432549.9      ,3818-301-2-0102-0072,1237661871862309888,4686-56013-0886,[]
171.054875,51.5637472,Em,BZG,5BZG J1124+5133,2883-301-3-0143-0210,1237657856607450112,878-52353-0638,[Decimal('788202400023088')]
171.190687,40.234031,ABS,,FIRST J112445.7+401402        ,3900-301-6-0305-0090,1237662226210419968,1996-53436-0378,[]
171.20183,19.77422,ABS,,Mrk 1293,5225-301-4-0049-0088,1237667915951569920,2498-54169-0480,[Decimal('574212400010626')]
171.22425,49.5693889,Continual without z,BZB,5BZB J1124+4934,2964-301-4-0262-0075,1237658205044470016,6685-56412-0632,[]
171.2651667,21.7166889,Continual without z,BZB,5BZB J1125+2143,5183-301-3-0264-0011,1237667735040160000,6430-56299-0804,[]
171.31835693,42.48675357,ABS,,,3893-301-5-0108-0100,1237662195595869952,1443-53055-0322,[Decimal('713213400025235')]
171.40046,54.3825,Sy1.2,,Mrk 40,3103-301-4-0104-0029,1237658802034569984,1014-52707-0302,[Decimal('788206100003271')]
171.42625,0.0170583,QSO,BZQ,5BZQ J1125+0001,6793-301-4-0072-0045,1237674650461789952,280-51612-0077,[Decimal('420214300001417')]
171.427612,17.479228,Em,,SDSS J112542.45+172846.6      ,5360-301-5-0169-0249,1237668496316890112,5890-56037-0733,[]
171.427637,54.650289,Em,,SDSS J112542.63+543901.2      ,2821-301-4-0151-0185,1237657590856869888,6698-56637-0743,[Decimal('788206100013080')]
171.44479,47.00008,HII,,Mrk 168,3530-301-4-0325-0041,1237660636000090112,1442-53050-0396,"[Decimal('753205100011379'), Decimal('754208200005764')]"
171.47375,26.1722194,QSO,BZQ,5BZQ J1125+2610,5087-301-2-0135-0033,1237667322177969920,6409-56306-0414,[]
171.68496,59.15542,HII,,Mrk 169,2987-301-3-0107-0062,1237658303281690112,952-52409-0227,[Decimal('818201300007672')]
171.68705,32.096011,ABS,,SDSS J112644.80+320544.6      ,4632-301-4-0193-0118,1237665369045400064,1974-53430-0327,[Decimal('670207400010550')]
171.7402083,45.2684194,QSO,BZQ,5BZQ J1126+4516,3818-301-6-0107-0019,1237661874010119936,6648-56383-0996,"[Decimal('753201100003613'), Decimal('754204200004135')]"
171.79704359,38.17278422,HII,,,3900-301-1-0306-0055,1237662223526129920,2036-53446-0342,[Decimal('714204100022759')]
171.809517,56.940236,Unknown,,SDSS J112714.24+565624.7      ,3712-301-4-0041-0475,1237661417665520128,7100-56636-0094,[]
171.86979,19.85328,HII,,Mrk 735,5225-301-4-0053-0026,1237667915951830016,2498-54169-0519,[Decimal('574211300010169')]
171.879825,56.877739,HII,,CXO J112731.1+565241          ,3712-301-4-0041-0042,1237661417665520128,1309-52762-0439,[]
171.88721,53.91511,HII,,Mrk 1446,3103-301-3-0105-0025,1237658801497760000,1014-52707-0254,[]
171.9022083,5.9255778,QSO,BZQ,5BZB J1127+0555,2126-301-6-0352-0213,1237654606941519872,4849-55945-0194,[Decimal('471210200003460')]
171.902229,5.925544,Unknown,,WISE J112736.52+055532.0      ,2126-301-6-0352-0213,1237654606941519872,4849-55945-0194,[Decimal('471210200003460')]
171.9172083,56.8374389,QSO,BZQ,5BZQ J1127+5650,3712-301-4-0041-0205,1237661417665520128,7100-56636-0084,[]
171.946804,18.417425,ABS,,2MASX J11274702+1825020       ,5313-301-1-0084-0168,1237668292300369920,2498-54169-0125,[]
171.956608,38.5309,Sy1.5,,SDSS J112749.59+383151.1      ,3900-301-2-0307-0436,1237662224063069952,4617-55617-0075,[]
171.962771,40.313111,QSO1.5,,FBQS J112751.0+401847         ,3900-301-6-0309-0029,1237662226210680064,1996-53436-0455,[Decimal('714208100001183')]
171.99525,36.3412194,QSO1.0,BZQ,5BZQ J1127+3620,4504-301-2-0102-0212,1237664818209880064,4615-55618-0512,[Decimal('670215100006673')]
171.995271,36.341192,QSO1.8,,WISE J112758.88+362028.4      ,4504-301-2-0102-0212,1237664818209880064,4615-55618-0512,[Decimal('670215100006673')]
172.00312,29.51056,HII,,Mrk 736,5061-301-4-0374-0035,1237667211598230016,6434-56362-0118,[]
172.055525,59.420817,QSO1.2,,SDSS J112813.33+592514.8      ,2243-301-4-0293-0135,1237655108375079936,7108-56686-0023,[Decimal('818201200005162')]
172.0555417,59.4207778,QSO,BZQ,5BZQ J1128+5925,2243-301-4-0293-0135,1237655108375079936,7108-56686-0023,[Decimal('818201200005162')]
172.077821,26.760197,ABS,,CGCG 156-080                  ,5112-301-3-0404-0063,1237667430106660096,2219-53816-0308,[Decimal('623211300013450')]
172.087096,11.190494,Em,,SDSS J112820.91+111125.6      ,3836-301-1-0156-0417,1237661948638390016,5372-55978-0391,[Decimal('523207100023599')]
172.10668981,40.41112869,Sy1.0,,,4469-301-6-0383-0197,1237664670051919872,4651-56008-0026,[Decimal('714208100000220')]
172.12842,58.56278,HII,,Mrk 171,2243-301-2-0292-0090,1237655107301270016,,[]
172.139,58.56222,HII,,Mrk 171,2243-301-2-0292-0091,1237655107301270016,951-52398-0024,"[Decimal('788214100012202'), Decimal('818201400032911'), Decimal('818201400032749')]"
172.158249188904,36.4031593738078,Sy1.2,,,4392-301-3-0164-0119,1237664337714469888,,[Decimal('670215100006146')]
172.162008,36.027786,Sy1.9/LINER,,FIRST J112838.8+360140        ,4392-301-2-0164-0420,1237664337177600000,4615-55618-0539,[]
172.203383,42.899444,ABS,,SDSS J112848.89+425358.6      ,3893-301-6-0113-0342,1237662196133060096,4686-56013-0019,[Decimal('714216400012499')]
172.2634583,37.9490778,Continual without z,BZB,5BZB J1129+3756,4504-301-6-0105-0010,1237664820357560064,4617-55617-0022,[Decimal('714204100004363')]
172.282012,16.722897,QSO,,SDSS J112907.68+164322.5      ,5360-301-3-0174-0014,1237668495243470080,5890-56037-0172,[Decimal('574203200001994')]
172.300621,27.553928,Em,,2MASX J11291213+2733136       ,5087-301-5-0141-0003,1237667323788979968,2218-53816-0458,[Decimal('623211200011573')]
172.30483,19.77242,ABS,,Mrk 1297,5225-301-4-0055-0199,1237667915951960064,2502-54180-0360,[]
172.309625,37.0549694,Continual without z,BZB,5BZB J1129+3703,4504-301-4-0104-0100,1237664819283749888,4618-55600-0960,"[Decimal('670215100000259'), Decimal('714204400006275')]"
172.4705417,-2.6687194,QSO,BZQ,5BZQ J1129-0240,1231-301-3-0022-0201,1237650761313550080,3789-55269-0336,[]
172.511387,35.679467,QSO1.5,,SDSS J113002.71+354045.6      ,4392-301-1-0165-0300,1237664336640800000,4618-55600-0059,[Decimal('670215400005202')]
172.51326695,36.63721072,ABS,,,4504-301-3-0105-0161,1237664818746939904,2036-53446-0281,[Decimal('670215100011653')]
172.584771,30.661564,ABS,,FIRST J113020.3+303941        ,5071-301-6-0376-0209,1237667255621769984,1974-53430-0224,[]
172.58606311,20.32316258,NLS1.8,,,5225-301-5-0058-0105,1237667916489029888,2498-54169-0577,[Decimal('574211100004839')]
172.61521,36.73731,HII,,Mrk 424,4504-301-3-0105-0118,1237664818746939904,2113-53468-0546,[]
172.61946,48.11081,HII,,Mrk 173,3059-301-1-0098-0013,1237658611444999936,966-52642-0140,[Decimal('754212400011757')]
172.62142,49.58344,Sy1.2,,Mrk 1447,2964-301-4-0268-0094,1237658205044859904,966-52642-0499,[]
172.722,38.2551389,QSO,BZQ,5BZQ J1130+3815,3900-301-1-0310-0134,1237662223526390016,2036-53446-0468,[]
172.76814724,30.46161401,Sy1.8,,,5061-301-6-0379-0108,1237667212672300032,2217-53794-0603,[Decimal('670202300018898')]
172.7894583,31.2348583,QSO1.2,BZQ,5BZQ J1131+3114,4623-301-2-0101-0024,1237665329310919936,1974-53430-0174,[Decimal('670202200000789')]
172.789783,31.234369,QSO,,TON 0580                      ,4623-301-2-0101-0024,1237665329310919936,1974-53430-0174,[]
172.81399146,37.60543587,Em,,,4504-301-5-0107-0174,1237664819820819968,2036-53446-0229,[Decimal('714203300017619')]
172.8144583,2.5806694,Unknown,BZU,5BZB J1131+0234,1462-301-4-0317-0074,1237651754007190016,4740-55651-0512,[]
172.8255,56.13697,HII,,Mrk 174,3697-301-2-0044-0029,1237661352167470080,1309-52762-0134,[]
172.8276667,58.1496694,Continual without z,BZB,5BZB J1131+5808,2826-301-6-0252-0016,1237657613412069888,7100-56636-0988,[Decimal('788214100003076')]
172.900462,7.881775,ABS,,2MASX J11313608+0752561       ,3841-301-5-0054-0112,1237661972254030080,1618-53116-0616,[Decimal('471214100015796')]
172.963162,11.263044,ABS,,NVSS J113151+111547           ,3836-301-1-0162-0073,1237661948638779904,1606-53055-0054,[]
172.98570975,39.10783567,ABS,,,3900-301-3-0313-0274,1237662224600329984,1996-53436-0027,[Decimal('714207300013489')]
173.094808,55.972375,ABS,,MCG +09-19-110 NED01          ,2826-301-1-0250-0243,1237657610727579904,1310-53033-0203,[Decimal('788209200026881')]
173.108233,23.753894,ABS,,SDSS J113226.10+234515.5      ,5224-301-2-0135-0076,1237667910588489984,2501-54084-0093,[]
173.11696,62.50761,Em,,Mrk 175,2326-301-5-0029-0158,1237655465376940032,776-52319-0387,"[Decimal('818209400017005'), Decimal('819212300009801')]"
173.1361667,9.2411389,QSO,BZQ,5BZQ J1132+0914,3525-301-2-0122-0205,1237660613438210048,5374-55947-0826,[Decimal('523202200004688')]
173.1432083,2.6278083,Continual without z,BZB,5BZB J1132+0237,1462-301-4-0319-0099,1237651754007330048,4740-55651-0530,[]
173.174497382301,54.2194657873933,ABS,,,2821-301-3-0157-0084,1237657590320389888,1014-52707-0185,[Decimal('788205200019437')]
173.20895448,14.59793318,Unknown,,,4381-301-3-0019-0550,1237664290460329984,1754-53385-0160,[Decimal('523214400023111')]
173.2332083,5.261,LINER,BZG,5BZG J1132+0515,2126-301-4-0361-0193,1237654605868359936,837-52642-0516,[Decimal('471210400002175')]
173.25603244,14.53447864,ABS,,,4381-301-3-0019-0248,1237664290460329984,1755-53386-0276,[Decimal('523214400000784')]
173.2625833,0.2636083,QSO,BZQ,5BZQ J1133+0015,756-301-4-0384-0004,1237648721764669952,282-51658-0439,[Decimal('420213200004373')]
173.34792,55.07231,HII,,Mrk 177,3103-301-5-0112-0022,1237658802571960064,1015-52734-0391,[Decimal('788209300012105')]
173.367017,43.556881,QSO1.5,,SDSS J113328.06+433325.0      ,3813-301-1-0171-0013,1237661849855130112,1366-53063-0106,[Decimal('714215200006250')]
173.41958,61.88753,Em,,Mrk 179,2304-301-3-0161-0047,1237655369822560000,776-52319-0222,[]
173.496871,49.062367,Em,,IC 0708                       ,3059-301-3-0103-0013,1237658612519069952,6685-56412-0935,[Decimal('754211200025478')]
173.49796,64.17536,STAR,,Mrk 425,2078-301-3-0069-0074,1237654399153929984,3325-54942-0592,"[Decimal('818213400004345'), Decimal('819216300004802')]"
173.555392,38.8547,QSO,,FIRST J113413.2+385116        ,4469-301-2-0389-0411,1237664667904829952,1972-53466-0266,[Decimal('714207300023555')]
173.62783,24.41303,HII,,Mrk 1300,5140-301-3-0143-0051,1237667550348640000,2505-53856-0296,[Decimal('623206300012767')]
173.670837,40.353694,QSO,,6C B113200.7+403749           ,3900-301-6-0317-0085,1237662226211200000,1972-53466-0367,[]
173.675358,41.225031,QSO1.5,,FBQS J113442.0+411330         ,3840-301-2-0118-0069,1237661966352640000,4699-55684-0108,[Decimal('714211300003009')]
173.68987,50.10053,HII,,Mrk 1448,2964-301-5-0273-0052,1237658205582060032,967-52636-0339,[Decimal('754215300003742')]
173.694142,48.956289,ABS,,IC 0711                       ,2964-301-2-0272-0051,1237658203971379968,967-52636-0301,[Decimal('754211200035954')]
173.7648333,32.0043278,ABS,BZG,5BZB J1135+3200,4623-301-4-0107-0207,1237665330385060096,1974-53430-0524,[Decimal('670206400010997')]
173.84875,66.1613889,Continual without z,BZB,5BZB J1135+6609,1412-301-1-0139-0139,1237651537636549888,492-51955-0282,[Decimal('843204400001258')]
173.84912,31.65392,HII,,Mrk 737,4623-301-3-0107-0087,1237665329848179968,1974-53430-0097,[Decimal('670206400013960')]
173.90167,15.97517,HII,,Mrk 636,4381-301-6-0024-0003,1237664292071269888,2503-53856-0086,[Decimal('574202300008597')]
173.95792,35.33525,HII,,Mrk 1301,4552-301-5-0040-0032,1237665025974860032,2012-53493-0289,[]
173.98792,28.19681,HII,,Mrk 738,5115-301-6-0027-0014,1237667444577459968,2219-53816-0458,[Decimal('623214300006735')]
173.99301353,55.03341081,HII,,,3103-301-5-0114-0321,1237658802572090112,1015-52734-0423,[Decimal('788209300012204')]
174.023112,41.332808,ABS,,SDSS J113605.53+411958.1      ,3840-301-2-0120-0097,1237661966352770048,4699-55684-0050,[Decimal('714211400017676')]
174.0730833,16.0311694,ABS,BZG,5BZB J1136+1601,5360-301-1-0185-0158,1237668494170449920,2503-53856-0088,[Decimal('574202300008113')]
174.1139583,34.1276389,QSO,BZQ,5BZQ J1136+3407,4576-301-3-0388-0108,1237665128003140096,2098-53460-0490,[Decimal('670210400001775')]
174.12258,21.43261,HII,,Mrk 1449,5194-301-2-0396-0162,1237667781756580096,2507-53876-0313,[Decimal('574214300035779')]
174.1254167,67.6178889,ABS,BZG,5BZB J1136+6737,1350-301-5-0342-0011,1237651273509370112,492-51955-0391,[Decimal('843208400004991')]
174.17617,54.84592,HII,,Mrk 41,2821-301-4-0161-0079,1237657590857530112,1014-52707-0555,[]
174.2087083,25.8478583,Em,BZG,5BZG J1136+2550,5116-301-6-0037-0167,1237667448873090048,6410-56336-0364,[Decimal('623206200009936')]
174.22433,19.92647,HII,,Mrk 182,5225-301-4-0068-0046,1237667915952809984,2506-54179-0357,[]
174.255121,29.604897,QSO,,SDSS J113701.18+293615.8      ,5061-301-4-0387-0174,1237667211599079936,2220-53795-0508,[Decimal('623214200002124')]
174.37817,15.48656,HII,,Mrk 742,4381-301-5-0026-0186,1237664291534530048,1755-53386-0451,[Decimal('574202400019826')]
174.395983,6.941489,ABS,,2MASX J11373497+0656278       ,3015-301-2-0402-0261,1237658423023229952,1620-53137-0308,[Decimal('471213300010130')]
174.488712,23.508794,ABS,,NSC J113754+233007            ,5224-301-1-0143-0126,1237667910052150016,6415-56310-0086,[]
174.497604,25.158053,ABS,,MaxBCG J174.49767+25.15807    ,5224-301-5-0144-0188,1237667912199699968,2505-53856-0456,[Decimal('623206300000260')]
