ra,dec,type,subtype,name,SDSS-ID,objID,sp-ID,oids
0.112642,3.121064,QSO1.2,,SDSS J000027.01+030715.5      ,7712-301-5-0330-0115,1237678598090520064,4296-55499-0630,[]
0.3395,-0.1944194,Unknown,BZU,5BZB J0001-0011,2728-301-3-0415-0186,1237657190905339904,685-52203-0125,[Decimal('396215300003702')]
0.339663,-0.194664,Unknown,,FBQS J0001-0011               ,2728-301-3-0415-0186,1237657190905339904,685-52203-0125,[Decimal('396215300003702')]
0.4885417,-10.5214694,ABS,BZG,5BZG J0001-1031,1740-301-2-0025-0036,1237652946915219968,650-52143-0141,[Decimal('395205200033875')]
0.60273689,0.53515292,ABS,,,4145-301-5-0114-0265,1237663277928019968,387-51791-0552,[Decimal('396215200012511')]
0.7381667,-0.4130778,Em,BZG,5BZB J0002-0024,4263-301-3-0120-0294,1237663783660809984,4216-55477-0116,[Decimal('396215300005886')]
0.89765,-8.566286,ABS,,2dFGRS S807Z487               ,8095-301-1-0306-0063,1237680240913939968,7168-56625-0582,[Decimal('395209200012042')]
0.971917,12.173375,ABS,,MG1 J000353+1210              ,7787-301-3-0208-0362,1237678919131330048,5649-55912-0409,[Decimal('499211400005337')]
1.528825,10.869931,ABS,,2MASX J00060696+1052136       ,7784-301-6-0206-0155,1237678907856910080,6113-56219-0520,[]
1.616283,14.542053,Em,,SDSS J000627.90+143231.7      ,1739-301-2-0313-0364,1237652942639130112,6112-56191-0507,[Decimal('499215400000664')]
1.70325,24.3768083,QSO,BZQ,5BZQ J0006+2422,4851-301-2-0041-0148,1237666308559529984,,[Decimal('600206300008993')]
1.735987,5.147956,Unknown,,NVSS J000656+050856           ,7727-301-4-0078-0496,1237678661961639936,4297-55806-0663,"[Decimal('498209400026635'), Decimal('447212300003363')]"
2.108792,-5.045472,ABS,,2MASX J00082608-0502444       ,6361-301-6-0034-0285,1237672796107170048,7035-56568-0268,[Decimal('396202200019755')]
2.201925,4.403769,QSO1.5,,PMN J0008+0423                ,7754-301-2-0329-0071,1237678776868470016,4297-55806-0799,[Decimal('447208200007982')]
2.24692597373729,25.8847914536486,QSO1.2,,,4135-301-6-0300-0280,1237663235527399936,,[Decimal('600206100001828')]
2.2662917,6.4726083,Continual without z,BZB,5BZB J0009+0628,5636-301-1-0136-0265,1237669679578210048,4416-55828-0544,[]
2.26639189634381,6.47258181086659,Unknown,,,5636-301-1-0136-0265,1237669679578210048,4416-55828-0544,[]
2.321,6.4318583,QSO,BZQ,5BZQ J0009+0625,5598-301-1-0131-0077,1237669516369129984,4533-55855-0350,[]
2.321054,6.431864,QSO,,MG1 J000916+0625              ,5598-301-1-0131-0077,1237669516369129984,4533-55855-0350,[]
2.390312,6.878906,ABS,,2MASX J00093382+0652458       ,5636-301-2-0137-0203,1237669680115150080,4533-55855-0366,[]
2.525358,9.766383,ABS,,NVSS J001006+094559           ,7784-301-3-0213-0211,1237678906246749952,5648-55923-0351,[]
2.589554,9.951953,QSO,,NVSS J001021+095707           ,7880-301-3-0060-0261,1237679318553590016,6113-56219-0352,[Decimal('499206300016590')]
2.61975,20.7972472,QSO1.5,BZQ,5BZQ J0010+2047,8096-301-5-0244-0194,1237680247352320000,,[]
2.62772089572661,10.9656561780408,ABS,,,7784-301-6-0214-0004,1237678907857430016,5648-55923-0690,[Decimal('499206200028736')]
2.8766667,0.9644389,QSO,BZQ,5BZQ J0011+0057,4145-301-6-0129-0284,1237663278465870080,4217-55478-0946,"[Decimal('396214100000797'), Decimal('447204400014657')]"
2.896733,8.652983,ABS,,NVSS J001135+083912           ,5636-301-6-0141-0630,1237669682262899968,4533-55855-0748,[]
3.0998258179543,19.5817286163376,NLS1.5,,,7923-301-3-0201-0241,1237679503246419968,,[Decimal('550210400003683')]
3.1972917,33.8940583,Unknown,BZU,5BZQ J0012+3353,3356-301-4-0020-0594,1237659888655790080,,[Decimal('648209300003779')]
3.198138,0.787853,ABS,,2MASX J00124757+0047155       ,2728-301-5-0434-0214,1237657191980329984,686-52519-0617,[Decimal('396214100035622')]
3.205117,-8.9592,Em,,SDSS J001249.19-085733.0      ,6361-301-4-0061-0249,1237672795035200000,7169-56628-0662,[Decimal('345212400027602')]
3.24886178072796,14.9869567114419,ABS,,,1739-301-3-0323-0205,1237652943176659968,752-52251-0475,[Decimal('499214100004474')]
3.363975,1.872606,Unknown,,GALEXASC J001327.33+015221.7  ,7712-301-2-0352-0231,1237678596481349888,,[]
3.41850890086778,4.14990733086781,NLS1.2,,,7718-301-1-0011-0155,1237678621691930112,,[]
3.4754583,-4.3978083,QSO,BZQ,5BZQ J0013-0423,7881-301-5-0045-0329,1237679323921309952,,[Decimal('396206400008077')]
3.475604,-4.397842,QSO,,PKS 0011-046                  ,7881-301-5-0045-0329,1237679323921309952,,[Decimal('396206400008077')]
3.582042,8.900467,Em,,CRATES J0014+0854 NED01       ,7784-301-1-0220-0231,1237678905173469952,4536-55857-0280,[]
3.5822917,8.9003889,Em,BZG,5BZG J0014+0854,7784-301-1-0220-0231,1237678905173469952,4536-55857-0280,[]
3.585183,-4.9914,NLQSO1.0,,GALEXASC J001420.46-045929.1  ,7881-301-4-0046-0102,1237679323384509952,,[]
3.8665,35.6109972,Continual without z,BZB,5BZB J0015+3536,3367-301-6-0025-0544,1237659936974500096,,[Decimal('648213300023152')]
3.9165417,17.0113889,QSO,BZQ,5BZQ J0015+1700,7713-301-2-0256-0320,1237678600770020096,6111-56270-0100,[]
4.046175,-0.253458,QSO1.8,,[HB89] 0013-005               ,4263-301-3-0143-0286,1237663783662320128,4218-55479-0120,[Decimal('396213300004548')]
4.08879,0.78858,ABS,,Mrk 942,2728-301-5-0440-0080,1237657191980720128,389-51795-0540,[Decimal('396213200026009')]
4.16369711189373,16.0455895291589,STAR F,,,2566-301-6-0335-0266,1237656496726010112,6178-56213-0956,[]
4.17296,-10.55267,HII,,Mrk 943,1740-301-2-0050-0126,1237652946916859904,652-52138-0142,[Decimal('345207200030178')]
4.4037083,14.8505278,Em,BZG,5BZB J0017+1451,1904-301-3-0179-0038,1237653651836819968,753-52233-0304,[Decimal('499213200005968')]
4.42272718465728,8.46547867056293,Sy1.5,,,5598-301-6-0145-0136,1237669519054400000,4538-55860-0485,[Decimal('499201300011230')]
4.61575,29.7918889,Continual without z,BZB,5BZB J0018+2947,8151-301-3-0072-0023,1237680482490510080,,"[Decimal('648201400005549'), Decimal('649204300027797'), Decimal('600213100000365'), Decimal('601216200007706')]"
4.657025,4.262325,QSO1.5,,PMN J0018+0416                ,7727-301-2-0097-0155,1237678660889139968,4299-55827-0808,[Decimal('447207100009455')]
4.822938,-1.065969,Em,,PKS 0016-013                  ,4263-301-1-0148-0309,1237663782588900096,4219-55480-0327,[Decimal('396209100010188')]
4.9076667,20.3627194,Unknown,BZU,5BZB J0019+2021,8096-301-4-0259-0294,1237680246816440064,,"[Decimal('550209100003311'), Decimal('551212200003297')]"
5.00106311193167,32.1341204029278,HII,,,8111-301-3-0108-0428,1237680310694180096,7129-56569-0068,[Decimal('649208300002546')]
5.11475,0.83353,AGN,,Mrk 547,2728-301-5-0447-0053,1237657191981179904,687-52518-0610,"[Decimal('396213100023810'), Decimal('397216200029358'), Decimal('447203400017027')]"
5.426,-9.0123083,ABS,BZG,5BZB J0021-0900,1729-301-6-0118-0144,1237652901824160000,653-52145-0363,[Decimal('345210300000980')]
5.5039583,0.1161083,ABS,BZG,5BZG J0022+0006,4263-301-4-0152-0168,1237663784199780096,688-52203-0471,[Decimal('397216300001002')]
5.607008,5.035833,QSO1.8,,PMN J0022+0502                ,7727-301-4-0104-0320,1237678661963350016,4417-55829-0314,[Decimal('447210300005112')]
5.6351667,6.1345583,Continual without z,BZB,5BZB J0022+0608,7718-301-6-0026-0157,1237678624377270016,,[Decimal('447210200002116')]
5.793946,0.976236,ABS,,2MASX J00231053+0058349       ,4145-301-6-0149-0137,1237663278467180032,390-51900-0576,"[Decimal('397216200008911'), Decimal('447202300007504')]"
6.00525,16.0427778,Unknown,BZU,5BZB J0024+1602,2566-301-6-0347-0107,1237656496726799872,753-52233-0527,[]
6.013875,1.892747,Em,,APMUKS(BJ) B002129.42+013657.2,7712-301-2-0369-0245,1237678596482459904,4300-55528-0146,[Decimal('447202200018862')]
6.035858,-10.710303,Em,,SDSS J002408.50-104236.8      ,1666-301-2-0231-0282,1237652629101149952,653-52145-0211,[Decimal('345206200021662')]
6.17821,14.82469,HII,,Mrk 339,1904-301-3-0190-0070,1237653651837550080,753-52233-0153,[Decimal('500216100018128')]
6.1883333,3.8176889,QSO,BZQ,5BZQ J0024+0349,7727-301-1-0107-0295,1237678660352930048,,[]
6.1914583,-4.2004694,QSO,BZQ,5BZQ J0024-0412,7824-301-5-0358-0268,1237679079128689920,,[Decimal('397208400006037')]
6.3247,10.054722,ABS,,NVSS J002517+100318           ,7784-301-4-0238-0342,1237678906785260032,6189-56237-0097,[Decimal('500208400006487')]
6.47605,8.619811,NLQSO1.8,,GALEX 2675852891338574449     ,5641-301-6-0039-0037,1237669703731049984,4539-55865-0582,[Decimal('500204400002412')]
6.47609914962283,8.61982186317886,NLQ1.5,,,5641-301-6-0039-0037,1237669703731049984,4539-55865-0582,[Decimal('500204400002412')]
6.56639515528047,1.34364040598792,Unknown,,,7717-301-1-0373-0985,1237678617420689920,4300-55528-0049,[]
6.675829,5.782517,ABS,,NVSS J002642+054701           ,7718-301-5-0033-0256,1237678623840859904,4418-55862-0513,[Decimal('447210100019142')]
6.71425,-11.2145778,QSO,BZQ,5BZQ J0026-1112,1666-301-1-0236-0156,1237652628564600064,1913-53321-0052,[Decimal('345206400004618')]
6.8624583,26.1185278,LINER,BZG,5BZG J0027+2607,8055-301-6-0019-0396,1237680071780790016,6281-56295-0714,[]
6.93231202102425,30.5197238325555,NLS1.8,,,8116-301-5-0270-0170,1237680333253370112,,[Decimal('649203200008825')]
7.0472870376118,18.8275020505945,NLS1.8,,,7923-301-1-0226-0101,1237679502174320128,,[Decimal('551207200023590')]
7.093546,9.303306,ABS,,2MASX J00282239+0918092       ,7784-301-2-0243-0253,1237678905711849984,4540-55863-0540,[]
7.2649167,5.1596694,QSO,BZQ,5BZQ J0029+0509,7727-301-4-0115-0115,1237678661964069888,,[Decimal('447209300003469')]
7.4412083,5.9113583,QSO,BZQ,5BZQ J0029+0554,7727-301-6-0116-0080,1237678663037870080,,[Decimal('447209200004518')]
7.447087,12.0505,ABS,,2MASX J00294729+1203020       ,7773-301-2-0359-0127,1237678858474810112,6195-56220-0743,[Decimal('500211300027197')]
7.485192,8.463994,ABS,,2MASX J00295659+0827550       ,5656-301-6-0065-0159,1237669768157260032,4540-55863-0416,[]
7.5327917,-0.0019972,QSO,BZQ,5BZB J0030-0000,2728-301-3-0463-0107,1237657190908489984,1087-52930-0073,[Decimal('397215300002698')]
7.53746,-9.95319,HII,,Mrk 951,1729-301-4-0132-0056,1237652900751340032,654-52146-0400,[Decimal('345205200008253')]
7.60663116271975,-9.43851759579086,HII,,,1666-301-5-0242-0106,1237652630712480000,654-52146-0393,[Decimal('345209300028785')]
7.632579,-2.198975,QSO1.5,,GALEXASC J003031.80-021155.0  ,7778-301-4-0368-0075,1237678881023980032,,[Decimal('397211300005272')]
7.658742,-0.798314,Em,,SDSS J003038.10-004753.9      ,4263-301-2-0167-0223,1237663783127020032,3586-55181-0338,[]
7.80033,-0.40731,HII,,Mrk 952,4263-301-3-0168-0010,1237663783663960064,391-51782-0063,[]
7.86514715,2.43615756,HII,,,7712-301-3-0382-0267,1237678597020179968,4302-55531-0682,[Decimal('447201200000806')]
7.889187,12.207169,ABS,,2MASX J00313342+1212272       ,7787-301-3-0253-0150,1237678919134279936,6196-56189-0424,[Decimal('500211400005089')]
8.02501011220284,23.4402243124038,Em,,,7932-301-6-0060-0148,1237679543502500096,,[Decimal('601203100015709')]
8.070183,-2.896281,ABS,,2MASX J00321686-0253467       ,7907-301-3-0125-0116,1237679434521959936,4368-55559-0262,[Decimal('397207100010391')]
8.192296,-0.322125,ABS,,PMN J0032-0019                ,4263-301-3-0170-0024,1237663783664090112,1124-52914-0229,[]
8.28335,12.523753,ABS,,2MASX J00330802+1231232       ,7787-301-4-0256-0241,1237678919671340032,6196-56189-0312,[Decimal('500211400001697')]
8.3413404966945,-5.09630547081992,Em,,,7824-301-3-0372-0143,1237679078055869952,7039-56572-0332,[Decimal('397203100013078')]
8.74894913313597,30.0210182754532,AGN,,,8116-301-4-0281-0524,1237680332717220096,6252-56248-0563,[Decimal('649202300014084')]
8.81125,15.2511694,Continual without z,BZB,5BZB J0035+1515,1904-301-4-0207-0043,1237653652375529984,418-51817-0434,[Decimal('551202300007470')]
8.90459947282142,1.63132412863559,ABS,,,7712-301-1-0389-0014,1237678595946899968,,[Decimal('448204300019325')]
9.0289583,-9.5415583,QSO,BZQ,5BZQ J0036-0932,1666-301-5-0251-0127,1237652630713070080,654-52146-0592,[Decimal('346212300006364')]
9.03736791098078,7.63392846042118,STAR F,,,5656-301-4-0075-0134,1237669767084169984,2327-53710-0517,[Decimal('448216200005800')]
9.15549339218251,26.3313879938971,HII,,,8103-301-1-0150-0326,1237680275263450112,,[Decimal('601210300032001')]
9.29354,-9.45686,HII,,Mrk 954,1666-301-5-0253-0033,1237652630713200128,655-52162-0341,[Decimal('346212300033580')]
9.354804,9.906586,Unknown,,NVSS J003725+095424           ,7880-301-3-0104-0782,1237679318556470016,5656-55940-0256,[]
9.39904,0.28075,HII/LINER,,Mrk 955,2728-301-4-0476-0030,1237657191446210048,392-51793-0517,[Decimal('397214200016952')]
9.5353333,0.2268278,Continual without z,BZB,5BZB J0038+0013,2728-301-4-0477-0105,1237657191446279936,4222-55444-0616,[]
9.566204,11.692108,QSO1.5,,NVSS J003815+114131           ,7787-301-2-0264-0477,1237678918598129920,6196-56189-0042,[]
9.586625,-3.4996694,QSO,BZQ,5BZQ J0038-0329,7778-301-1-0381-0008,1237678879414220032,,[Decimal('397206200015941')]
9.586658,-3.499708,QSO1.8,,GALEXASC J003820.79-032958.5  ,7778-301-1-0381-0008,1237678879414220032,,[Decimal('397206200015941')]
9.599,15.03922,HII,,Mrk 343,1035-301-4-0027-0050,1237649920037149952,418-51817-0493,[Decimal('500214200009958')]
9.6202917,18.93825,QSO,BZQ,5BZQ J0038+1856,7913-301-1-0018-0464,1237679459211010048,,[]
9.805846,-2.951894,Em,,WISE J003913.39-025707.0      ,7778-301-2-0382-0253,1237678879951150080,,[Decimal('397206100010941')]
9.8815417,-11.1839972,QSO1.8,BZQ,5BZQ J0039-1111,1666-301-1-0257-0120,1237652628565979904,655-52162-0219,[Decimal('346208400020680')]
10.054687,-4.790567,Em,,PMN J0040-0447                ,7881-301-4-0089-0382,1237679323387330048,7040-56574-0737,[]
10.056296,1.429544,LINER/HII,,WISE J004013.52+012546.2      ,7717-301-1-0397-0091,1237678617422259968,,[Decimal('448204400002548')]
10.0563411944175,1.42953482888697,HII,,,7717-301-1-0397-0091,1237678617422259968,,[Decimal('448204400002548')]
10.1640417761976,16.1442657145929,STAR K,,,1904-301-6-0216-0171,1237653653449860096,418-51817-0565,[Decimal('551202100008471')]
10.165729,15.055889,QSO1.5,,SDSS J004039.79+150321.1      ,1035-301-4-0031-0135,1237649920037420032,1897-53242-0394,[Decimal('500214100003329')]
10.24,-1.7755278,QSO,BZQ,5BZQ J0040-0146,7778-301-5-0385-0104,1237678881561959936,,[Decimal('397210400000645')]
10.310363,-7.260911,Em,,2MASX J00411444-0715374       ,8095-301-4-0368-0168,1237680242528610048,,[]
10.5189583,23.3336889,QSO,BZQ,5BZQ J0042+2320,7932-301-6-0075-0517,1237679543503480064,,[]
10.5565417,15.1542778,QSO,BZQ,5BZQ J0042+1509,1904-301-4-0219-0221,1237653652376320000,419-51879-0395,[]
10.828058,8.600919,ABS,,NVSS J004318+083602           ,5641-301-6-0068-0514,1237669703732950016,4542-55833-0214,[]
10.874067,13.929294,ABS,,2MASX J00432975+1355464       ,1904-301-1-0221-0017,1237653650765839872,419-51879-0202,[Decimal('500213300017245')]
10.88625,0.4166694,QSO,BZQ,5BZQ J0043+0025,2728-301-4-0486-0131,1237657191446870016,690-52261-0625,[Decimal('397213200006609')]
10.9537083,34.4405278,QSO,BZQ,5BZQ J0043+3426,7781-301-3-0015-0498,1237678893348879872,,[Decimal('649209200007710')]
11.2463797817711,19.3614500469758,NLS1.5,,,7913-301-2-0029-0004,1237679459748610048,,[Decimal('551209300013432')]
11.3302917,21.4611389,Continual without z,BZB,5BZB J0045+2127,7917-301-1-0175-0035,1237679476401169920,,[Decimal('551213300003599')]
11.427858,2.303064,ABS,,NVSS J004542+021815           ,7712-301-3-0406-0218,1237678597021760000,4304-55506-0994,[Decimal('448203100012321')]
11.4305,12.2866083,Em,BZG,5BZB J0045+1217,7773-301-3-0385-0014,1237678859013390080,,[Decimal('500209300003962')]
11.6449718506198,20.4508951875143,STAR M,,,7923-301-5-0254-0458,1237679504323640064,,[Decimal('551209100024146')]
11.83092,14.70325,NLS1.2,,Mrk 1146,1904-301-3-0227-0042,1237653651839970048,420-51871-0314,[Decimal('500213100021493')]
11.93275,24.5877472,NLQ,BZQ,5BZQ J0047+2435,4843-301-3-0016-0335,1237666274735030016,,[Decimal('601205400014172')]
12.0108333,22.5900778,QSO,BZQ,5BZQ J0048+2235,7917-301-4-0179-0170,1237679478012049920,,"[Decimal('601201400006324'), Decimal('551213100000455'), Decimal('552216200007236')]"
12.343125,-3.014703,ABS,,NVSS J004922-030051           ,7778-301-2-0399-0490,1237678879952270080,4370-55534-0092,[]
12.4300417,2.6177472,Continual without z,BZB,5BZB J0049+0237,7717-301-4-0412-0141,1237678619033860096,,[]
12.430129,2.617669,Unknown,,PKS 0047+023                  ,7717-301-4-0412-0141,1237678619033860096,,[]
12.4635997626728,24.4491633630772,LINER,,,4843-301-3-0020-0031,1237666274735290112,,"[Decimal('601205400015360'), Decimal('602208300015893')]"
12.6720417,-9.4846889,Continual without z,BZB,5BZB J0050-0929,1666-301-5-0275-0033,1237652630714639872,657-52177-0386,[Decimal('346210300006291')]
13.023208,0.593958,NLS1.8,,LBQS 0049+0019A               ,4263-301-5-0203-0026,1237663784739990016,692-52201-0421,[Decimal('398216100004308')]
13.159092,1.622433,ABS,,NVSS J005238+013725           ,7712-301-1-0417-0225,1237678595948740096,4306-55584-0050,[Decimal('448202300008639')]
13.425912,-0.076003,QSO1.5,,[HBW2011] J005342.22-000433.9 ,2728-301-3-0503-0177,1237657190911109888,,[Decimal('398216400002477')]
13.874754,7.686775,ABS,,NVSS J005529+074110           ,5641-301-4-0088-0145,1237669702660519936,4546-55835-0740,[]
13.926375,-5.204025,Unknown,,NVSS J005542-051213           ,7881-301-3-0115-0277,1237679322852160000,7042-56573-0149,[]
13.9608758102105,26.4103531198902,LINER,,,8056-301-2-0032-0180,1237680073929129984,6278-56266-0778,[]
14.0738725647627,27.8971454395379,NLSQ1.2,,,7757-301-5-0109-0084,1237678791349560064,,[Decimal('602211200000535')]
14.0835417,-9.6084972,Em,BZG,5BZG J0056-0936,1740-301-4-0115-0034,1237652947994860032,658-52146-0397,[]
14.187971,-2.797836,ABS,,2MASX J00564495-0247499       ,7907-301-3-0166-0322,1237679434524649984,4372-55541-0465,[]
14.32075,-0.4090583,QSO,BZQ,5BZQ J0057-0024,4263-301-3-0211-0194,1237663783666769920,4224-55481-0066,[Decimal('398215300025373')]
14.332054,-1.501556,NLQSO1.5,,WINGS J005719.69-013005.0     ,7907-301-6-0167-0271,1237679436135330048,4372-55541-0590,[Decimal('398211200020178')]
14.39135,-3.603275,ABS,,NVSS J005733-033609           ,7907-301-1-0167-0175,1237679433450970112,7043-56576-0590,[]
14.6407917,6.3351083,QSO,BZQ,5BZQ J0058+0620,5656-301-1-0113-0256,1237669765476049920,,[Decimal('448209200000426')]
14.7729583,0.1143583,NLQ1.2,BZQ,5BZQ J0059+0006,4263-301-4-0214-0042,1237663784203840000,395-51783-0510,[Decimal('398215300001028')]
14.8204583,-1.8382472,ABS,BZG,5BZG J0059-0150,7907-301-5-0170-0270,1237679435598650112,,[Decimal('398211300011227')]
14.872121,3.722083,ABS,,2MASX J00592920+0343200       ,7727-301-1-0165-0132,1237678660356730112,4309-55528-0490,[Decimal('448205200017502')]
15.0019831921427,19.1981365675198,NLS1.8,,,7913-301-2-0052-0133,1237679459750109952,,[Decimal('552211400007815')]
15.11637428,15.89050293,ABS,,,1904-301-6-0248-0073,1237653653451960064,421-51821-0408,[Decimal('552203400019991')]
15.1595,33.7517194,QSO,BZQ,5BZQ J0100+3345,7781-301-2-0038-0235,1237678892813509888,6593-56270-0621,[Decimal('650211400007400')]
15.19113,-9.18561,AGN,,Mrk 968,1740-301-5-0122-0045,1237652948532189952,658-52146-0459,[Decimal('346209400022161')]
15.2424167,-0.9298278,Unknown,BZU,5BZB J0100-0055,4858-301-1-0456-0275,1237666338114629888,4225-55455-0298,[Decimal('398211100000942')]
15.589967,1.847456,QSO,,NVSS J010221+015050           ,7712-301-2-0433-0323,1237678596486660096,4308-55565-0020,[Decimal('448201100007255')]
15.6521,-0.834967,ABS,,2MASX J01023648-0050075       ,4263-301-2-0220-0211,1237663783130490112,395-51783-0024,[]
15.732112,10.6175,QSO1.5,,GALEX 2672967768532321019     ,7767-301-5-0040-0113,1237678834294710016,4547-55893-0871,[]
15.8422079628529,30.4901367318193,Unknown,,,8116-301-6-0322-0023,1237680333793649920,,[Decimal('650203100019726')]
15.858375,15.4402194,Em,BZG,5BZG J0103+1526,1904-301-5-0253-0072,1237653652915419904,421-51821-0548,[Decimal('501214200009233')]
15.9083439870413,20.6420060272716,STAR F,,,7923-301-6-0281-0116,1237679504862279936,,[]
16.3949965027774,19.415242515225,NLS1.5,,,7923-301-3-0285-0028,1237679503251930112,,[Decimal('552210300005754')]
16.421754,9.862631,ABS,,2MASX J01054121+0951454       ,7784-301-4-0304-0171,1237678906789590016,4547-55893-0996,[]
16.5457083,25.6584694,LINER,BZG,5BZG J0106+2539,8055-301-6-0077-0263,1237680071784590080,5699-55953-0552,[Decimal('602206200012165')]
16.59575,-1.9273278,QSO,BZQ,5BZQ J0106-0155,7907-301-5-0182-0185,1237679435599439872,4373-55811-0610,[Decimal('398210300002613')]
16.595821,-1.927369,QSO1.5,,[HB89] 0103-021               ,7907-301-5-0182-0185,1237679435599439872,4373-55811-0610,[Decimal('398210300002613')]
16.59979,-0.14503,AGN,,Mrk 560,4858-301-3-0465-0024,1237666339188960000,396-51816-0560,[Decimal('398214300004273')]
16.680121,-3.260106,QSO1.5,,CGRaBS J0106-0315             ,7907-301-2-0183-0014,1237679433988890112,,[]
16.6839583,-10.5695278,QSO1.2,BZQ,5BZQ J0106-1034,1666-301-2-0301-0032,1237652629105730048,659-52199-0209,[Decimal('347208100014072')]
16.694362,-3.310956,QSO,,GALEXMSC J010646.60-031838.4  ,2699-301-1-0078-0343,1237657065255460096,,[]
16.732758,0.523397,ABS,,[HBW2011] J010655.83+003123.3 ,4263-301-5-0227-0214,1237663784741560064,396-51816-0628,[Decimal('398214100005467')]
16.9496976045371,24.4801961487335,HII,,,8055-301-3-0080-0232,1237680070174170112,,[Decimal('602206300007604')]
17.0607362768335,2.17694268229055,ABS,,,7717-301-3-0443-0114,1237678618499020032,,[Decimal('449204100012920')]
17.1117917,-0.6233889,QSO,BZQ,5BZQ J0108-0037,4858-301-2-0469-0002,1237666338652349952,4226-55475-0268,[Decimal('398214400009826')]
17.1615,1.5834194,QSO,BZQ,5BZQ J0108+0135,8062-301-1-0011-0019,1237680099160679936,,[Decimal('449204400000723')]
17.161533,1.583328,QSO1.5,,LBQS 0106+0119                ,8062-301-1-0011-0019,1237680099160679936,,[Decimal('449204400000723')]
17.55275,-0.7963278,Em,BZG,5BZB J0110-0047,4263-301-2-0233-0311,1237663783131340032,3736-55214-0174,[]
17.555021,-2.330722,QSO1.2,,[HB89] 0107-025 NED04 ABS13   ,7907-301-4-0189-0011,1237679435063030016,,[]
17.6287083,-4.2586083,NLQSO1,BZQ,5BZB J0110-0415,7881-301-5-0139-0047,1237679323927470080,,[]
17.628775,-4.258683,NLS1.8,,WISE J011030.90-041531.0      ,7881-301-5-0139-0047,1237679323927470080,,[]
17.665775,1.067092,ABS,,[HBW2011] J011039.77+010400.9 ,4858-301-6-0472-0074,1237666340800029952,3736-55214-0870,[Decimal('449203300015082')]
17.87575,5.6075778,Em,BZG,5BZB J0111+0536,7718-301-5-0108-0057,1237678623845769984,,[Decimal('449211200007961')]
17.9419339604926,16.8841174248325,ABS,,,4829-301-4-0053-0013,1237666215144780032,5139-55866-0491,[Decimal('552201200008989')]
17.94417,-0.66453,ABS,,Mrk 562,4263-301-2-0235-0066,1237663783131480064,1499-53001-0181,[]
18.0424583,20.3393889,NLQ1.2,BZQ,5BZQ J0112+2020,4800-301-4-0056-0165,1237666090590919936,,[Decimal('552209200003960')]
18.2041,-2.91765,ABS,,2MASX J01124900-0255026       ,2699-301-2-0089-0042,1237657065793060096,4353-55532-0462,[Decimal('398205200009012')]
18.229621,-9.844603,Em,,2MASX J01125508-0950409       ,1740-301-3-0142-0103,1237652947459760128,659-52199-0080,[]
18.380304,-2.084928,QSO1.5,,GALEXMSC J011331.20-020504.9  ,2699-301-4-0090-0389,1237657066866860032,4373-55811-0975,[Decimal('398209300003391')]
18.4770833,13.4145778,QSO1.2,BZQ,5BZQ J0113+1324,4800-301-1-0011-0017,1237666088977359872,423-51821-0250,[Decimal('501209200011011')]
18.505508,-3.241725,Unknown,,[WB92] 0111-0328              ,7907-301-2-0195-0698,1237679433989680128,4353-55532-0387,[]
18.606733,0.492467,ABS,,SDSS J011425.58+002932.7      ,4263-301-5-0240-0368,1237663784742419968,397-51794-0549,[Decimal('398213100024070')]
18.6148938944286,27.3609562430728,HII,,,4800-301-5-0103-0317,1237666091130880000,6258-56238-0766,"[Decimal('602209200033979'), Decimal('602209200033980')]"
18.719875,13.4270778,Continual without z,BZB,5BZB J0114+1325,4829-301-1-0030-0116,1237666213532659968,423-51821-0246,[Decimal('501209100011201')]
18.740404,-6.116028,ABS,,2MASX J01145769-0606577       ,7881-301-1-0147-0066,1237679321780509952,7159-56603-0594,[Decimal('398201400022173')]
18.798908,-5.052858,Unknown,,NVSS J011511-050304           ,7865-301-3-0040-0936,1237679254127770112,,[]
18.82125,-1.4512778,QSO,BZQ,5BZQ J0115-0127,7780-301-6-0027-0064,1237678890665309952,,[Decimal('398209100005735')]
18.91875,3.9453583,Continual without z,BZB,5BZB J0115+0356,7718-301-1-0115-0003,1237678621698749952,,[Decimal('449207100005109')]
18.94225,25.3314972,ABS,BZG,5BZB J0115+2519,4829-301-4-0109-0181,1237666215148450048,5699-55953-0962,[Decimal('602205200007320')]
18.944542,0.86735,QSO1.8,,[HBW2011] J011546.68+005202.2 ,4263-301-6-0242-0300,1237663785279419904,4227-55481-0834,[]
19.029725,10.645128,ABS,,NVSS J011607+103837           ,7784-301-6-0321-0162,1237678907864440064,4555-56189-0694,"[Decimal('501205400001302'), Decimal('502208300009671')]"
19.3152480613733,25.4497365209476,NLS1.8,,,4800-301-3-0091-0079,1237666090056349952,,[Decimal('602205100033177')]
19.577042,2.968272,QSO1.2,,3C 037                        ,7717-301-5-0460-0053,1237678619573870080,,[Decimal('449206300006647')]
19.720687,-6.762181,QSO,,WISE J011852.97-064544.3      ,8095-301-5-0431-0071,1237680243069609984,7160-56599-0506,[Decimal('347214200012855')]
19.77908,-1.265,ABS,,Mrk 981,1755-301-1-0508-0143,1237653010834520064,1500-53730-0129,[Decimal('399212200019650')]
19.9864433273912,13.5754262772713,NLAGN,,,1904-301-1-0280-0117,1237653650769700096,424-51893-0290,[]
