amplitude_magn_r,ln1p_anderson_darling_normal_magn_r,beyond_1_std_magn_r,beyond_2_std_magn_r,cusum_magn_r,lg_inter_percentile_range_2_magn_r,lg_inter_percentile_range_10_magn_r,lg_inter_percentile_range_25_magn_r,kurtosis_magn_r,arcsinh_linear_fit_slope_magn_r,lg_linear_fit_slope_sigma_magn_r,ln1p_linear_fit_reduced_chi2_magn_r,arcsinh_linear_trend_magn_r,lg_linear_trend_sigma_magn_r,lg_linear_trend_noise_magn_r,mean_magn_r,median_absolute_deviation_magn_r,period_0_magn_r,period_s_to_n_0_magn_r,period_1_magn_r,period_s_to_n_1_magn_r,period_2_magn_r,period_s_to_n_2_magn_r,period_3_magn_r,period_s_to_n_3_magn_r,period_4_magn_r,period_s_to_n_4_magn_r,periodogram_amplitude_magn_r,periodogram_beyond_2_std_magn_r,periodogram_beyond_3_std_magn_r,periodogram_standard_deviation_magn_r,ln1p_chi2_magn_r,arcsinh_skew_magn_r,standard_deviation_magn_r,stetson_K_magn_r,weighted_mean_magn_r,lg_otsu_mean_diff_magn_r,otsu_std_lower_magn_r,otsu_std_upper_magn_r,otsu_lower_to_all_ratio_magn_r,mean_variance_flux_r,excess_variance_flux_r,bazin_fit_mag_full_amplitude_flux_r,bazin_fit_baseline_amplitude_ratio_flux_r,bazin_fit_rise_time_flux_r,bazin_fit_fall_time_flux_r,ln1p_bazin_fit_reduced_chi2_flux_r,oid,artefact,is_sn,regular_obj,akb_ot,label
1.1732283,3.2295456,0.1465798,0.078175895,0.24732971,0.25109398,-0.17202903,-0.57061577,5.5538073,0.0006526295,-4.7354183,2.6966445,0.00023194287,-4.349573,-0.41470832,20.931276,0.13336182,0.49034983,4.3233886,1.9737492,4.2532597,0.24933736,4.1766267,1.5133901,4.0695186,1.0008732,4.0071006,17.253708,0.03766632,0.0023040771,5.2814307,2.9391797,-1.553641,0.4008129,0.7085027,20.618092,0.0977852,0.29995763,0.18492457,0.084690556,0.59301305,0.3306675,18.93763,0.27542466,290355.78,219.70364,2.1413813,437203100058319,0.0,0.0,0.0,1.0,3
0.17770767,2.4651673,0.3842282,0.018456375,0.39486495,-0.5470458,-0.6696545,-0.8986267,-0.7709429,-1.2189472e-05,-5.7374916,2.634094,-1.8729592e-05,-5.203674,-1.108395,17.439966,0.043722153,1284.9923,45.526875,0.99784356,41.14321,0.99808204,40.520794,0.9965934,40.184525,506.20908,38.576344,121.750175,0.0051879883,0.0035934448,5.3245893,2.6378915,-0.20300816,0.078431055,0.839235,17.432697,-0.838094,0.03012546,0.04352551,0.31711408,0.07277368,0.0048884624,18.211752,4.0667276,1e-04,1e-04,2.6308928,350202100002286,0.0,0.0,0.0,1.0,3
0.33052826,3.6533668,0.120243534,0.0304414,0.19509996,-0.5465382,-0.99589264,-1.3025634,19.431427,-8.886667e-06,-5.592764,1.9726164,-8.015247e-06,-5.2472734,-1.1893237,17.999151,0.024272919,0.9964165,3.8184092,1.0065373,3.774514,0.49910632,3.678915,150.6263,3.5625162,0.3326376,3.5482793,15.0966425,0.016216278,0.00044631958,4.781027,1.9738549,-1.9602878,0.06471554,0.5673099,17.994757,-0.68528646,0.114938855,0.034447398,0.05783866,0.06680239,0.0037508258,20.201849,14.965648,2.4136543,2.460111,1.6650654,833208400020331,0.0,0.0,0.0,1.0,3
0.5078182,2.3962111,0.21061946,0.04778761,0.18095446,-0.19249323,-0.58371246,-0.90185916,5.2995815,5.1033083e-05,-5.167586,1.6863319,4.104434e-05,-4.926301,-0.8961677,19.333048,0.06250763,0.83675295,6.6104937,0.31272033,5.723597,1.2383077,5.709265,5.1988883,5.145038,5.6807365,4.9517,23.406158,0.03630829,0.002937317,5.9691734,1.703279,-1.1116899,0.12824447,0.63179386,19.304361,-0.74776083,0.11449401,0.06938429,0.4495575,0.13039978,0.012712258,20.720724,6.966782,1e-04,169.54385,1.4605156,563210300021544,0.0,0.0,0.0,1.0,3
0.59871864,2.6436267,0.35473517,0.02247191,0.29211944,-0.06336627,-0.18670222,-0.4447888,-0.7156575,-4.4060223e-05,-5.654439,3.3850648,-8.608833e-05,-4.8793955,-0.63126844,18.53085,0.17173195,415.7878,50.601738,0.99470764,47.52379,0.4986824,47.032047,0.99546546,45.83471,0.9976912,44.053226,104.80648,0.0121154785,0.0072669983,4.1150327,3.3949826,0.37067538,0.23758946,0.82739687,18.463856,-0.37568888,0.12224557,0.12915331,0.6396469,0.21014495,0.04273242,20.243431,9.150122,1883346.6,1156897.0,3.4839993,651203400001049,0.0,0.0,0.0,1.0,3
0.65058565,2.4375725,0.3836978,0.0009940357,0.07181784,-0.43846834,-0.51600266,-0.72091615,6.0429897,-3.2394883e-07,-6.195347,4.7368484,-2.9592974e-07,-5.1689954,-0.9379925,14.373195,0.094806194,0.6914584,75.77658,2.241212,42.69896,0.28993863,42.367306,0.40878022,41.995667,0.40833426,41.4938,182.15628,0.03012085,0.011581421,4.7750707,4.735863,0.7244725,0.115290016,0.844747,14.374957,-0.70994693,0.051242035,0.069870345,0.48508945,0.10332896,0.010575537,14.015014,1.4089301,5187.0464,1e-04,4.872338,785211300005532,0.0,0.0,0.0,1.0,3
0.32478237,3.8130445,0.32604373,0.04771372,0.05935896,-0.26102725,-0.36155984,-0.561885,-0.7033899,3.5129196e-05,-6.1736727,5.8207445,3.5671386e-05,-4.906721,-0.77118754,14.523687,0.09811783,0.20314401,83.72274,0.34248325,61.232567,0.25511,55.108227,0.16876628,53.420284,0.25493366,47.551243,178.02438,0.0066184998,0.0033340454,4.237616,5.8278623,0.71534336,0.16997261,0.84977496,14.520414,-0.4833691,0.06780297,0.091649264,0.6898608,0.14699371,0.02153479,14.611149,1.5411593,1743.2073,2083.5647,5.9153657,596212300012534,0.0,0.0,0.0,1.0,3
0.26156425,2.40169,0.25315568,0.05539972,0.2867075,-0.6302867,-0.8790059,-1.2026645,2.1132922,3.7988975e-05,-5.955714,2.27232,3.7049413e-05,-5.4861145,-1.278044,16.920382,0.031337738,7.4580483,11.313979,1.1511335,10.496201,0.88184166,10.466963,0.4679818,8.832591,0.8795225,8.665518,169.05682,0.06695938,0.020271301,28.07858,2.3536236,-0.015072904,0.05502646,0.75304866,16.918283,-1.0725392,0.034640733,0.037489247,0.5820477,0.05081992,0.0023130428,18.323692,6.9643145,1e-04,1005.57684,2.2722802,769214400041304,0.0,0.0,0.0,1.0,3
0.9574928,3.0920234,0.15147059,0.03382353,0.09667675,-0.29953986,-0.651826,-0.9580405,24.336607,4.484172e-05,-5.2696624,1.8124422,1.4440836e-05,-5.056323,-0.881018,19.492598,0.055150986,1.9544555,6.247189,0.65567225,6.2223763,2.218049,6.1122556,1.9144444,6.043827,2.0713832,5.796924,11.096952,0.047130585,0.011035919,2.9960299,1.8278505,-1.656779,0.1316819,0.4788753,19.461475,-0.79034007,0.12586783,0.08011763,0.46617648,0.15561464,0.01864178,18.633186,0.9055407,14563.952,1e-04,1.4244008,541212100004117,0.0,0.0,0.0,1.0,3
0.96271706,1.7649105,0.31475905,0.042168673,0.36532065,0.114679076,-0.042212117,-0.34134832,-0.22309184,-0.00058429677,-4.9085717,1.4044722,-0.00056196545,-4.707098,-0.6475803,20.203457,0.2310667,2353.5432,39.953003,0.9976869,30.120104,0.49943888,29.285625,0.9995406,29.175718,0.49921376,22.755987,105.44702,0.039546967,0.019622803,5.205018,2.0080175,-0.44753328,0.33651543,0.8087796,20.036552,-0.24565107,0.21792057,0.18047841,0.3689759,0.33653232,0.09493222,19.140888,0.6103946,82.70897,545.9611,1.0749276,663212200013145,0.0,0.0,0.0,1.0,3
0.43475723,2.9199157,0.33733332,0.036,0.039282825,-0.13689987,-0.25897574,-0.5078515,-0.5368414,-8.9888255e-07,-5.965856,5.0913815,2.0467526e-06,-4.876998,-0.689197,16.857775,0.13532257,0.558835,84.3883,4.687677,64.02647,0.2637029,55.268345,1.2711021,52.028675,0.35814637,47.273106,125.83467,0.014263153,0.0058937073,2.9656653,5.0900598,-0.6430116,0.20441817,0.8441686,16.829372,-0.4246586,0.121171154,0.090233415,0.33333334,0.20056954,0.03999158,23.068712,594.3623,1e-04,1091.1061,4.9585423,583209300004747,0.0,0.0,0.0,1.0,3
0.13656998,0.3180535,0.3125,0.04375,0.13632864,-0.7969067,-0.99925345,-1.295064,0.46595,-1.8809822e-05,-5.8975916,1.878819,-1.8825838e-05,-5.525393,-1.4263835,16.2415,0.025297165,0.8648366,13.592662,6.6671033,12.566965,6.597895,12.534698,0.31656402,11.995842,1.1726165,11.392095,23.80676,0.045967102,0.020568848,3.2908728,1.9288905,-0.17786224,0.03858601,0.7805927,16.24103,-1.219457,0.025393011,0.022577161,0.525,0.035668824,0.0010570622,29.247425,318249.84,1e-04,6.9790487,1.928426,382211400049211,0.0,0.0,0.0,1.0,3
1.2481732,3.3169847,0.21058202,0.0031746032,0.0505513,-0.37947893,-0.44503915,-0.6247565,54.33312,3.5821445e-06,-6.169625,5.841604,3.564989e-06,-4.8927336,-0.775088,12.8451395,0.10073757,0.29528582,78.868355,0.41949433,65.33643,0.72264415,51.62109,0.22796881,45.01758,0.1855513,44.437824,114.988205,0.008224487,0.0033035278,2.897687,5.8406367,2.2491653,0.16776443,0.7419923,12.844672,-0.58295715,0.060295306,0.16911195,0.64444447,0.12671885,0.015989814,10.302032,0.17239255,1e-04,299.65393,7.073433,596212300014800,0.0,0.0,0.0,1.0,3
0.32328796,4.3828597,0.121212125,0.043560605,0.19025579,-0.49321234,-0.99600756,-1.3547564,15.811091,2.0920588e-05,-5.803546,2.55268,1.600325e-05,-5.308439,-1.1648958,17.680208,0.021814346,9.683888,3.9140859,1.0083863,3.8932269,0.6714645,3.7934926,2.9000118,3.7749672,1.4139842,3.7521324,51.20966,0.054405212,0.0016021729,20.57147,2.564849,-1.9196239,0.0687178,0.5631281,17.675846,-0.67719525,0.10717316,0.031986307,0.071969695,0.07092174,0.0046248543,19.61062,11.651039,1e-04,747.96564,2.3644938,642203200017969,0.0,0.0,0.0,1.0,3
0.57862854,3.8123603,0.12883435,0.035276074,0.12819816,-0.1538236,-0.6795494,-1.0602338,14.771246,2.9375555e-05,-5.311646,2.264239,-3.0073912e-07,-4.980016,-0.86644316,19.150501,0.043506622,0.24997391,6.629275,0.25003374,6.1378636,0.33384874,6.0691233,0.24962226,5.7805986,0.2501235,5.684086,13.500977,0.033123016,0.0066566467,3.2036357,2.268608,-1.8729969,0.13590127,0.52826494,19.11614,-0.19440846,0.15378153,0.080176145,0.029141104,0.15741456,0.021367228,20.437492,6.0926924,9179.001,15880.573,1.893001,434216300060667,0.0,0.0,0.0,1.0,3
0.8280592,4.812028,0.060085837,0.021459227,0.15055513,-0.4292392,-0.89011824,-1.2657931,59.565895,7.937772e-05,-5.7382975,3.6936414,4.353728e-05,-5.1177444,-0.89867496,18.329216,0.027058601,1.9718875,4.3170147,2.0204911,4.1022854,2.0646095,3.885732,1.9245971,3.8719163,0.6366992,3.796005,18.098532,0.035915375,0.001750946,6.086881,3.7418869,-2.6176443,0.12840545,0.387078,18.305826,0.011627887,0.2967024,0.0668924,0.010729614,0.19243243,0.036251705,18.185204,1.7428032,235258.03,21.054173,2.9741075,638210200008030,0.0,0.0,0.0,1.0,3
1.4150429,2.155272,0.18543047,0.059602648,0.33189577,0.3856312,0.10274073,-0.2777099,3.3191447,0.0009099512,-4.366091,3.7138195,0.0003381548,-3.9325132,-0.27591962,20.117678,0.24726677,0.29190907,5.679894,0.41271585,5.5059905,0.30594707,5.419206,0.32370347,5.3132553,0.24438319,5.2972956,4.702943,0.042243958,0.0042266846,1.0918337,3.7778716,-1.3277032,0.542636,0.7787868,19.421915,0.09757285,0.4929815,0.2551016,0.15231788,0.8351633,0.67988485,19.498848,0.5208038,1e-04,1478.7349,3.042456,260208100017563,0.0,0.0,0.0,1.0,3
0.5822797,5.0003996,0.06530612,0.041836735,0.21611187,-0.2985059,-1.0124172,-1.281851,30.431177,-3.534829e-05,-6.0040355,4.6267285,-3.3895874e-05,-5.04685,-0.91922605,16.205372,0.025970459,0.99911577,5.799038,681.04004,5.33895,0.49818748,5.3000464,953.4561,4.9021096,216.69458,4.881409,47.02958,0.013786316,0.0019264221,11.791031,4.6383004,-2.3049269,0.12124957,0.46264866,16.199715,-0.298847,0.23752847,0.04536131,0.042857144,0.15303618,0.023269933,17.081291,4.3832393,12.575131,20.602844,3.8694787,731205300020348,0.0,0.0,0.0,1.0,3
0.44177723,3.1232307,0.2032872,0.027681662,0.106488295,-0.6353083,-0.8981874,-1.2119839,20.372648,-7.1448003e-06,-5.6904263,1.5781937,-1.1926239e-05,-5.455368,-1.2054033,18.648973,0.030085564,0.12397852,3.9639447,0.19183232,3.8792021,0.10813957,3.7772732,0.08872544,3.6132596,0.13815013,3.6108024,8.189012,0.026706696,0.0012664795,2.879823,1.5796943,-1.7202892,0.06260046,0.6039785,18.643028,-1.0439198,0.06658845,0.03322387,0.31574395,0.06332284,0.0028882672,22.011835,43.353218,1e-04,236514.22,1.4334393,684212400008004,0.0,0.0,0.0,1.0,3
0.16565704,3.2369173,0.27109268,0.055325035,0.3904305,-0.63732326,-0.8351711,-1.169917,0.3330698,0.00013435267,-5.9504805,1.7238731,0.00013503344,-5.6245046,-1.6091154,16.315197,0.02618599,2328.1868,32.83475,0.49920917,22.974058,0.9976697,21.681488,0.996762,21.060963,0.9995972,19.323177,137.04219,0.044326782,0.012336731,8.151869,3.2387817,0.8251258,0.05752713,0.79731184,16.3132,-0.9566439,0.026295217,0.03840704,0.7302905,0.051729757,0.0025652198,17.148445,4.298281,1e-04,1e-04,3.2898588,568212300002003,0.0,0.0,0.0,1.0,3
0.23971653,4.7644715,0.042857144,0.01904762,0.07090232,-1.0595872,-1.5169182,-1.8508667,68.3602,5.1353327e-06,-6.091972,2.2651353,5.118669e-06,-5.6298456,-1.4775712,13.313588,0.0071554184,7.409139,8.760313,0.4677807,8.189068,0.9608129,8.156982,1.4022126,8.1261635,2.5941813,8.02214,8.658996,0.05181122,0.016666412,1.7511387,2.2691693,2.7016878,0.03337098,0.3959787,13.313712,-0.57906973,0.014749,0.08658097,0.9880952,0.02759493,0.0006493065,13.300776,1.1694072,694.0106,732.21826,2.450508,737209200017707,0.0,0.0,0.0,1.0,3
0.5085459,1.5856308,0.24077046,0.04494382,0.0964896,-0.30033144,-0.56530726,-0.8685074,4.3306947,-2.8411807e-05,-5.0991554,1.2032144,-2.6960222e-05,-4.9601626,-0.9204895,19.735378,0.067588806,0.47075823,7.051083,0.30476078,7.045656,0.1913525,6.982128,0.32008672,6.648847,0.8916347,6.5035133,7.49196,0.052150726,0.014778137,1.7985055,1.2082573,-0.8707511,0.12057601,0.6834879,19.714054,-0.746068,0.09731247,0.07019443,0.40609953,0.11933078,0.0077675753,29.247425,13147.153,1e-04,1075956.4,1.155864,513204100029579,0.0,0.0,0.0,1.0,3
0.5680213,2.5601022,0.23562412,0.04908836,0.22972582,-0.38638774,-0.6449016,-0.90188885,6.3287315,-2.4149937e-05,-6.07107,4.809193,-2.4208364e-05,-5.028103,-0.9947949,12.56779,0.07192707,78.02657,14.182809,0.98466605,12.228272,0.49614188,11.133006,0.98746985,10.792734,1.0100528,10.783534,92.38685,0.048080444,0.008560181,12.294044,4.8170595,0.2074446,0.10160831,0.7700603,12.567376,-0.7972052,0.0703808,0.060800567,0.40252453,0.09399252,0.008762748,11.216637,0.049145192,5948.188,7991.318,4.865248,565201400009329,0.0,0.0,0.0,1.0,3
0.26192188,2.0532668,0.24307959,0.027681662,0.16529953,-0.7692878,-0.9985099,-1.2524503,10.710373,-1.7672484e-05,-5.991678,2.080579,-1.785055e-05,-5.5862536,-1.3460743,17.49734,0.027828217,0.29918873,22.810839,0.23014657,21.450956,0.18708932,20.255032,0.23029253,15.905765,0.9967535,12.681891,69.34274,0.04019165,0.008167267,5.8099914,2.111599,-1.314737,0.0459664,0.71374017,17.495333,-1.1668044,0.038816895,0.023296293,0.44204152,0.044135127,0.0016820165,19.067497,8.158882,332.07486,622.85645,1.9691643,725202400006246,0.0,0.0,0.0,1.0,3
0.6581497,4.0800724,0.09292649,0.03744799,0.21724704,-0.14486977,-0.6758541,-0.9910457,17.036665,6.2960695e-05,-5.434646,3.1415377,7.239466e-06,-4.9147635,-0.836529,18.514187,0.04619789,0.3333353,3.625224,0.40063947,3.4623919,0.25942147,3.2843256,0.2501613,3.262819,0.20079407,3.1680279,15.298051,0.0069732666,0.00010681152,5.067213,3.157717,-1.9855406,0.14563887,0.534004,18.474863,-0.23673348,0.2250677,0.07406328,0.04299584,0.17679395,0.029636493,21.424522,29.104305,1e-04,2728.1284,2.6831727,704213300011704,0.0,0.0,0.0,1.0,3
2.315761,2.427541,0.2716895,0.034246575,0.30952746,0.6054388,0.34058887,0.14937972,-0.19895697,-0.0010270145,-5.9650316,8.76309,-0.0010092041,-4.0402613,-0.06799994,13.663965,0.58504677,204.70074,46.76528,1.002117,44.93144,0.99510676,42.072117,0.99251777,38.342133,479.5846,36.61968,82.065094,0.0074157715,0.0051574707,3.4881968,9.040001,-0.6021565,0.9667376,0.86526436,13.730551,0.22747344,0.6148904,0.37218437,0.42009133,1.2633846,1.5958643,15.292404,3.2882214,1e-04,1086051.2,8.23496,406201300005638,0.0,0.0,0.0,1.0,3
1.0770893,3.4209042,0.174581,0.03631285,0.19185138,-0.004364906,-0.3400251,-0.72259444,11.649329,-4.0083254e-05,-5.0130568,2.614994,4.268829e-06,-4.7161036,-0.6327481,20.306849,0.09516239,0.58977425,4.1305456,0.3706073,3.9875736,0.50562346,3.8244624,1.988775,3.7739477,0.23144417,3.7614303,17.326765,0.025245667,0.0009613037,5.34075,2.6154487,-1.6784726,0.2327892,0.56706667,20.176535,-0.29078093,0.30973107,0.11835309,0.12988827,0.31206226,0.086800985,21.006266,3.6335077,1.1919589,1.2080258,1.870581,802207100038819,0.0,0.0,0.0,1.0,3
0.2529707,2.5090158,0.20833333,0.035539217,0.11575552,-0.8524797,-1.1425724,-1.4546341,27.820993,-8.7312844e-07,-5.8908076,1.7853469,-5.39443e-07,-5.5529237,-1.4537432,16.240246,0.01742649,1.848292,39.986538,0.39311513,26.063303,0.6488623,20.484459,0.64774173,18.281971,0.68413305,16.310658,56.873455,0.04527664,0.019153595,2.7925456,1.7844217,-1.7553964,0.035155576,0.659389,16.239626,-1.3223253,0.03275613,0.01905219,0.44240198,0.034129374,0.00094320637,19.867037,56.328392,106.44647,2473.469,1.715183,661204300010583,0.0,0.0,0.0,1.0,3
0.45245075,3.8464415,0.3103122,0.035950806,0.06624808,-0.18176845,-0.26293367,-0.49005958,-0.74974656,4.5683115e-05,-5.8196826,4.308941,4.2157342e-05,-4.9171796,-0.69600314,17.874197,0.11248779,0.07363747,25.288462,0.07429139,19.356522,0.08027195,19.110533,0.07430793,16.267254,0.07950938,14.6795845,25.69347,0.04579544,0.018825531,1.9620987,4.3195353,-0.6869728,0.2024298,0.8701221,17.823994,-0.40870464,0.10660594,0.08226136,0.31315044,0.19889916,0.039027855,18.884754,4.90402,202907.77,374.72058,4.191154,771206100022326,0.0,0.0,0.0,1.0,3
0.19436646,1.7309014,0.2424581,0.040223464,0.14083488,-0.9268701,-1.1813607,-1.4587594,12.668164,1.1608249e-05,-5.7667365,1.0371281,1.1742445e-05,-5.6466327,-1.5346147,17.18402,0.017501831,2.0522847,23.17564,1.939409,21.858452,0.65985394,20.382343,0.6723876,16.821793,1823.0446,14.296404,21.531729,0.043445587,0.020339966,1.7953476,1.0545874,-1.185502,0.02962911,0.7127904,17.183311,-1.3631042,0.023945272,0.017254042,0.43240222,0.027921617,0.00036707552,17.802223,3.020456,658.7811,961.08435,0.9715395,655204400006101,0.0,0.0,0.0,1.0,3
0.19055653,2.4642859,0.41666666,0.013333334,0.3846192,-0.73963934,-0.8648389,-1.0383016,0.074820995,-7.806471e-05,-6.0229754,1.5507647,-7.819476e-05,-5.741018,-1.5091233,16.368462,0.04711628,3856.159,14.631676,0.49941185,12.371126,0.99760926,11.75783,0.49924377,11.209364,0.33276597,10.272389,155.99916,0.060863495,0.015148163,20.255367,2.5054793,-0.4340423,0.054209437,0.8481702,16.367466,-1.035425,0.0331147,0.023027442,0.5,0.05051983,0.002328826,20.91331,131.3075,1e-04,319032.44,2.4885683,538209200036714,0.0,0.0,0.0,1.0,3
0.5524931,2.366035,0.34234235,0.021621622,0.4129316,-0.1592316,-0.3022577,-0.49670786,-0.7641978,-6.7579276e-05,-5.18565,1.7491415,-0.00010018936,-4.801034,-0.7232197,19.23369,0.14909363,1518.8153,39.64674,538.93445,37.558186,0.9979075,37.5258,0.9991608,34.312374,0.4987899,31.65959,75.10358,0.007446289,0.0052108765,3.762073,1.7808309,0.3467456,0.19570704,0.85335046,19.179565,-0.4589572,0.08389676,0.10461723,0.57297295,0.17463306,0.02468036,19.863956,2.5771704,965.8533,965.64703,1.8506334,350216100000974,0.0,0.0,0.0,1.0,3
0.78130245,2.5543864,0.20987654,0.03600823,0.13840179,-0.27600187,-0.56670094,-0.8717136,12.0952,-4.1287512e-05,-5.245336,1.5755147,-3.142705e-05,-5.082369,-0.8828666,19.944836,0.06680584,0.9967104,8.8343525,1480.6517,7.3604383,296.13034,6.7508907,0.99382854,6.3741064,0.99945337,6.3687015,24.893652,0.036899567,0.005191803,4.7480636,1.5858451,-1.3761425,0.13185711,0.571024,19.910727,-0.73198855,0.120115705,0.07312511,0.41049382,0.14296927,0.01379389,20.872644,4.5567546,89.919334,221.42099,1.2378196,725201200023634,0.0,0.0,0.0,1.0,3
0.95294046,5.757662,0.010517091,0.006134969,0.04823693,-1.1470526,-1.5815516,-1.890749,270.42166,1.5405725e-05,-6.0729575,4.4484634,1.4287994e-05,-5.127411,-1.0311568,12.770915,0.0064487457,1.0215671,9.297054,1.0199586,8.95947,1.0165919,8.529579,1.018245,8.447626,0.50370324,8.413818,6.5248003,0.053905487,0.023670197,1.3005193,4.4509897,3.46811,0.093187265,0.17241754,12.771443,0.18512724,0.01947231,0.19945568,0.9964943,0.048230227,0.002231429,13.371006,3.321876,1e-04,1e-04,5.9868145,615212300006673,0.0,0.0,0.0,1.0,3
0.4570179,2.9641254,0.31222385,0.04712813,0.076791406,-0.10630543,-0.3095202,-0.49515343,-0.15783119,-1.7337985e-06,-6.061311,5.8889236,-1.7267423e-06,-4.7823834,-0.6912306,15.059025,0.12932873,0.55735666,90.53126,1.2590655,55.21905,0.35788676,54.570953,1.2635437,54.49719,0.35753337,53.404053,112.842705,0.0077705383,0.0032844543,2.4823525,5.887468,-0.7474048,0.20344749,0.843904,15.058699,-0.43743855,0.13372979,0.08056916,0.36082473,0.20248255,0.040897924,17.824623,23.901276,71626.734,262853.47,5.7151904,841208400003899,0.0,0.0,0.0,1.0,3
0.5369787,4.934314,0.024509804,0.004901961,0.07094655,-1.2693516,-1.5391142,-1.8591421,594.2936,4.757842e-06,-6.1928344,2.1287243,4.509284e-06,-5.7722445,-1.5090348,12.638541,0.0068001747,0.99949026,19.1223,2122.14,18.52684,0.9977672,16.51439,1364.2328,15.145817,0.49919656,13.380549,5.671102,0.04826355,0.015617371,0.5643958,2.1341696,3.7256076,0.031065207,0.32164413,12.638647,-0.06244902,0.015162716,0.0,0.9990196,0.022456978,0.00038689407,15.389999,24.289455,26.675905,26.70077,2.7176228,796203100003029,0.0,0.0,0.0,1.0,3
0.5300379,2.2851193,0.34475806,0.030241935,0.34497195,-0.046679962,-0.15836595,-0.45343,-0.6157944,-0.0002463124,-4.991307,1.8209116,-0.00020805979,-4.6843033,-0.6388026,19.745745,0.16449356,676.23517,39.23709,901.6469,38.23838,0.9983787,36.825043,0.9988088,34.945446,0.99586695,31.068779,60.241886,0.009590149,0.0060272217,3.0458984,1.9939781,-0.5430578,0.25189272,0.84827465,19.640997,-0.33045524,0.14059849,0.1316576,0.29435483,0.24731885,0.051151574,19.87582,1.3065948,1017.11786,1021.137,1.9186426,406205400023567,0.0,0.0,0.0,1.0,3
1.0177994,2.9271548,0.19823232,0.039141413,0.15451495,-0.044403136,-0.4039732,-0.697418,9.014577,5.1326893e-05,-4.9852853,2.1025915,3.9424158e-05,-4.748562,-0.7032718,20.055586,0.10021114,0.24966902,7.005381,0.33214897,6.510011,0.99207056,6.000171,0.19967696,5.8030987,0.20827346,5.6400685,19.017597,0.039718628,0.005996704,3.7728584,2.1052787,-1.4394006,0.19851404,0.5743186,19.973017,-0.4965467,0.21457596,0.10402771,0.2588384,0.23536757,0.045272626,20.521662,2.9862206,1e-04,3.3610735,1.5616615,829201200003849,0.0,0.0,0.0,1.0,3
0.56542873,2.3713453,0.39941692,0.014577259,0.41119775,-0.04672701,-0.16730943,-0.33578685,-1.141837,0.00018053791,-5.003004,3.147205,0.00019324277,-4.3394184,-0.58845925,18.964128,0.1839962,1.0017062,28.530905,0.9957318,28.054232,200.85776,27.285975,584.3135,26.276964,225.5245,24.14235,43.85974,0.016220093,0.00818634,3.024559,3.185205,-0.35211453,0.2642241,0.90795726,18.85682,-0.30871847,0.11318064,0.11376881,0.37900874,0.25223827,0.06091766,19.34605,2.8636584,1e-04,1e-04,3.1639695,718211400012193,0.0,0.0,0.0,1.0,3
0.4654665,2.2024744,0.22150259,0.03626943,0.11769136,-0.3284742,-0.629626,-0.9188872,6.2383556,2.5486424e-05,-5.2191796,1.2673011,9.101144e-06,-5.076318,-0.95889175,19.561888,0.06037712,0.30370182,7.4326606,0.30414367,7.077629,0.6361032,6.6500115,0.30308047,6.3742886,0.23321918,6.173237,10.063484,0.060016632,0.019332886,2.3902826,1.2728633,-1.12644,0.10994114,0.65143555,19.542027,-0.7979146,0.09565218,0.060469277,0.41450778,0.11048397,0.00694839,20.992609,6.549657,1e-04,13851.755,1.1447551,804209100027113,0.0,0.0,0.0,1.0,3
0.37767887,3.7881584,0.2951965,0.049781658,0.07025718,-0.22222139,-0.33019826,-0.589484,-0.5707853,-1.7285512e-06,-5.7286596,3.5022502,-2.2704879e-07,-4.999366,-0.756427,18.320204,0.09712219,0.07589706,11.52554,0.08214887,11.520576,0.07531161,10.466579,0.07591305,9.112952,0.08952309,7.9013543,25.114954,0.053741455,0.009407043,4.014447,3.501424,-0.7199996,0.17513905,0.85247284,18.282951,-0.47526062,0.10075476,0.073711336,0.30567685,0.17141822,0.02846584,18.02502,1.5139227,226851.69,1e-04,3.3926253,684204400037668,0.0,0.0,0.0,1.0,3
0.17365694,3.3565345,0.30060422,0.03021148,0.42724997,-0.5707915,-0.7070069,-0.91701853,-0.6904669,-0.00014253879,-6.147873,2.0475008,-0.0001424028,-5.7325954,-1.6094464,13.91479,0.036693573,2709.849,36.959053,0.49920902,30.413671,0.49939302,27.193977,0.9975779,26.9375,0.9968964,25.266766,145.90656,0.032375336,0.005897522,7.6953397,4.2264485,-0.6660503,0.07754873,0.85884684,13.914396,-0.8342313,0.04321549,0.030053424,0.33534744,0.07323762,0.0052875294,6.2227726,0.0014308122,991.04785,7897.947,1.7125034,543215300029861,0.0,0.0,0.0,1.0,3
1.248249,2.5903254,0.2240566,0.04009434,0.254917,0.21711972,-0.10340541,-0.47169235,5.146949,0.00041800525,-4.777712,2.3981688,0.0001596535,-4.509031,-0.4508385,21.138128,0.1697073,0.96467996,5.066859,29.52727,5.0446386,27.36674,4.782893,1.0350326,4.529008,1.0320646,4.3647084,24.127934,0.02262497,0.0006713867,7.0332866,2.5228167,-1.3527333,0.36467248,0.63942957,20.877592,-0.13262048,0.3766515,0.18397905,0.17924528,0.5077475,0.22965144,19.727882,0.007065582,606522.94,15326.124,1.8366271,766212400020597,0.0,0.0,0.0,1.0,3
