ZTFID,OID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF19abfhszx,288215400016411,SN2019lfu,21:04:51.34,-22:02:27.7,692.85,r,17.9177,-19.29,27.648,14.595,13.053,SN Ia,0.06,-38.65904202,0.151
ZTF19abfdsbu,759210300029632,SN2019lfe,14:59:11.84,+48:20:57.0,682.68,g,18.8507,-19.27,>20.924,8.884,>12.04,SN Ia,0.092,57.42058871,0.078
ZTF19abeytzv,496211300023006,SN2019lfh,22:51:04.85,+05:25:46.0,693.88,r,18.1464,-19.43,29.825,17.217,12.608,SN Ia,0.07,-46.34061188,0.189
ZTF19abeloei,864215400024889,SN2019kyz,16:42:24.76,+78:54:53.9,683.77,g,17.8173,-19.40,25.149,8.125,17.024,SN Ia,0.06,32.60230269,0.114
ZTF19abeizmo,860206100003430,SN2020adw,10:53:24.70,+75:56:20.3,874.76,r,18.1202,-19.28,24.795,7.51,17.285,SN Ia,0.065,39.08759205,0.164
ZTF19abegizf,289209400015958,SN2019kes,21:52:08.16,-23:21:50.6,686.85,r,18.6027,-17.50,16.551,9.709,6.842,SN II,0.037,-49.49083255,0.1
ZTF19abecaca,676210400028720,SN2019kud,14:44:29.72,+33:59:10.0,698.68,r,16.4411,-19.32,>84.957,22.027,>62.93,SN IIn,0.03241,64.80459931,0.04
ZTF19abdzehg,1641206200042965,SN2019kze,22:07:37.66,+22:03:40.1,685.96,g,16.2666,-19.11,26.7,8.365,18.335,SN Ia,0.024,-26.8518273,0.247
ZTF19abdyawn,770202200050120,SN2019kyy,22:09:22.01,+44:58:29.9,690.87,r,17.7624,-19.22,30.906,14.858,16.048,SN Ia,0.041,-8.99377055,0.881
ZTF19abdviwl,585210200010759,SN2019krt,16:52:54.76,+20:43:03.5,692.72,g,18.2743,-17.48,63.786,18.57,45.216,SN IIn,0.03,34.95146757,0.159
ZTF19abdqaao,646202400011853,SN2019kit,23:10:19.84,+22:47:49.4,677.98,r,18.353,-19.03,21.282,8.34,12.942,SN Ia,0.055,-34.41817818,0.589
ZTF19abdoior,1723213100032240,SN2019krw,17:50:10.31,+40:13:32.9,681.76,r,18.4578,-18.19,24.198,10.983,13.215,SN Ic,0.047,28.29230551,0.12
ZTF19abdkgwo,697202400022330,SN2019khb,02:00:30.89,+37:03:03.1,697.93,r,17.9733,-20.32,73.951,27.975,45.976,SN II,0.098,-23.79948276,0.156
ZTF19abdkgns,651211100024810,SN2019kpo,01:32:25.30,+34:30:05.7,682.99,g,18.3728,-19.63,25.194,13.247,11.947,SN Ia,0.0862,-27.61111212,0.099
ZTF19abdkdir,1443208100036208,SN2019kph,01:05:54.80,+00:20:42.5,683.94,r,18.9792,-19.30,29.731,18.12,11.611,SN Ia-91T,0.1,-62.30693944,0.079
ZTF19abdkbwy,287214100005594,SN2019iue,20:42:41.70,-20:55:55.5,674.92,g,18.7861,-19.54,25.488,9.747,15.741,SN Ia,0.098,-33.42005651,0.134
ZTF19abdgpuv,1678215300022767,SN2019iew,16:46:46.14,+32:21:09.2,672.8,g,18.7746,-19.53,23.694,15.453,8.241,SN Ia,0.1,39.28028481,0.08
ZTF19abddsvk,819214100023005,SN2019klk,12:14:38.45,+65:26:51.7,676.7,r,18.5806,-18.46,>27.345,11.345,>16,SN II,0.058,51.24332428,0.042
ZTF19abcvrpm,722201400015806,SN2019kvl,16:30:01.29,+36:57:52.9,681.68,g,18.7362,-19.51,23.417,10.382,13.035,SN Ia,0.1,43.28763831,0.031
ZTF19abctxhf,550201100036820,SN2019kal,00:20:00.63,+16:23:27.4,681.93,r,18.6712,-18.14,23.5,13.48,10.02,SN II,0.05,-45.81783478,0.158
ZTF19abctnpk,597206200017982,SN2019kiu,22:41:52.57,+18:38:57.2,677.8,r,18.8328,-19.00,26.423,10.32,16.103,SN Ia,0.08,-34.48905056,0.138
ZTF19abcneik,756211100040126,SN2019jwq,12:55:54.64,+48:45:04.0,674.7,g,18.6685,-17.30,36.243,8.679,27.564,SN II,0.035,68.35988611,0.052
ZTF19abcncdg,428203100010902,SN2019kbq,15:07:30.31,-05:27:24.0,680.67,g,18.559,-19.71,18.651,8.63,10.021,SN Ia,0.09,43.70803136,0.241
ZTF19abcfzdy,1674216200032496,SN2019kpb,14:37:07.54,+33:07:32.4,679.69,r,18.8245,-19.11,25.052,13.039,12.013,SN Ia,0.08751,66.44400841,0.025
ZTF19abcejsg,397216300013059,SN2019jyu,00:22:38.69,-00:09:28.7,667.96,r,18.8921,-20.04,>124.401,>13.02,111.381,SN II,0.134,-62.15652146,0.079
ZTF19abcejoa,346204400012061,SN2019kgs,00:39:51.92,-13:15:58.6,673.98,g,18.638,-19.41,23.56,7.967,15.593,SN Ia,0.09,-75.87637629,0.054
ZTF19abcegvm,342216400007049,SN2019jyn,22:30:20.32,-14:52:04.2,720.88,r,18.1619,-19.46,91.336,52.702,38.634,SN Ic,0.073,-55.01009756,0.127
ZTF19abbxykm,1643208300016890,SN2019jzy,22:50:04.96,+21:02:03.4,690.96,g,17.8816,-18.91,57.786,19.092,38.694,SN II,0.047,-33.5909081,0.201
ZTF19abbvzgr,681213100031658,SN2019iml,17:31:17.36,+36:27:02.3,675.84,g,17.7653,-19.02,26.597,9.089,17.508,SN Ia,0.0498,31.07753509,0.095
ZTF19abbnamr,599209100021217,SN2019iex,23:51:03.63,+20:08:43.7,668.87,r,16.7948,-17.26,46.515,8.448,38.067,SN II,0.0139,-40.51657902,0.203
ZTF19abauylg,483216300015890,SN2019ieh,16:42:10.83,+06:59:02.4,672.71,r,16.6989,-19.93,21.655,9.682,11.973,SN Ic,0.044,31.84819033,0.277
ZTF19abaukyt,761202400009355,SN2019kdf,16:22:25.24,+44:47:08.3,672.72,r,18.6039,-18.88,21.577,12.666,8.911,SN Ia,0.0715,44.7169018,0.022
ZTF19abatvzs,1641214300037872,SN2019ihm,22:07:10.36,+25:14:32.4,661.98,g,18.4763,-16.97,31.793,3.05,28.743,SN II,0.025,-24.36070741,0.234
ZTF19abatvit,443205300017280,SN2019ihl,22:22:11.35,-04:00:24.0,668.95,g,18.9707,-19.46,31.801,9.857,21.944,SN Ia,0.1,-47.55934027,0.181
ZTF19abattvp,391207400017012,SN2019iax,21:58:11.49,-11:26:59.1,665.94,r,18.5938,-18.94,34.317,13.735,20.582,SN Ia,0.07,-46.48663504,0.132
ZTF19abasxkg,696201200023483,SN2019ibb,01:33:41.17,+38:01:17.0,669.97,g,16.8505,-19.38,21.972,9.781,12.191,SN Ia,0.038,-24.10238562,0.123
ZTF19abaosan,480216200024752,SN2019igg,15:19:14.57,+07:51:59.0,674.7,g,17.3873,-19.28,28.446,10.473,17.973,SN Ia,0.047,50.08049922,0.103
ZTF19abamqxo,600206200038492,SN2019iep,00:06:18.64,+25:27:45.6,663.96,g,17.9382,-19.16,16.404,4.349,12.055,SN Ibn,0.057,-36.29712579,0.109
ZTF19abakjao,718203400015960,SN2019iei,13:56:07.20,+37:33:51.6,670.69,g,18.006,-19.11,21.233,8.659,12.574,SN Ia,0.06,72.85231365,0.031
ZTF19abakdjd,1762203100037864,SN2019iee,17:05:10.19,+41:46:46.3,666.75,g,18.0683,-19.10,23.869,6.696,17.173,SN Ia,0.06,36.91532938,0.072
ZTF19abajxet,628209400035565,SN2019hyk,14:17:57.85,+26:25:17.6,663.71,g,16.4113,-17.67,35.362,6.382,28.98,SN II,0.01474,70.69854248,0.056
ZTF19abajuqh,493213300012325,SN2019ibd,21:41:46.20,+07:12:09.5,669.92,r,17.9207,-19.55,26.054,13.399,12.655,SN Ia,0.068,-32.70357287,0.139
ZTF19abafrvy,476207300001926,SN2019ibf,13:38:17.62,+03:23:45.9,661.71,g,18.7832,-18.95,27.118,14.819,12.299,SN Ia,0.078,63.75793164,0.059
ZTF19abafmwj,1763207200044295,SN2019icf,17:37:36.32,+43:31:03.3,666.77,r,18.9868,-16.93,24.721,12.368,12.353,SN Ic,0.034,31.21957163,0.09
ZTF19abaejrh,599201200015835,SN2019ica,23:47:34.20,+16:21:02.5,663.96,g,18.8698,-19.18,36.244,14.09,22.154,SN Ia,0.088,-43.84260714,0.098
ZTF19abacxod,528209100022714,SN2019hvg,14:06:01.58,+12:46:50.3,672.7,r,17.6617,-16.80,17.625,11.565,6.06,SN II,0.01765,67.40570297,0.073
ZTF19ababigc,391215300012424,SN2019iaw,21:53:38.13,-07:19:27.7,661.92,r,18.4574,-18.54,29.312,8.522,20.79,SN Ia,0.055,-43.49324401,0.121
ZTF19aazyvub,1440214200003609,SN2019hnl,23:43:10.25,-02:56:58.6,660.96,g,17.9823,-17.10,45.275,10.333,34.942,SN II,0.02287,-60.82468054,0.094
ZTF19aazxcvl,758203100005680,SN2019hud,14:16:05.41,+45:39:36.4,663.72,g,18.3947,-18.72,25.345,8.822,16.523,SN Ia,0.06,64.98494316,0.024
ZTF19aazuqyt,491214300018311,SN2019hqj,20:40:04.91,+06:42:35.0,653.94,r,18.9996,-17.92,>69.86,4.97,>64.89,SN II,0.05,-20.50021536,0.286
ZTF19aazudta,587216400043254,SN2019hqm,17:36:56.18,+21:06:17.1,723.83,r,18.4248,-16.84,>97.185,73.305,>23.88,SN II,0.02389,25.42734868,0.233
ZTF19aazpkyv,689203300040606,SN2019iag,21:19:29.25,+30:00:23.8,660.97,r,18.4209,-19.53,24.645,12.219,12.426,SN Ia-91T,0.076,-13.64546302,0.413
ZTF19aaziick,633211400000533,SN2019hqh,16:30:04.61,+27:03:21.6,653.79,g,18.6028,-19.22,23.53,4.529,19.001,SN Ia,0.08,41.74898478,0.085
ZTF19aazfvhh,1732210300028308,SN2019hpv,22:38:44.65,+37:36:03.4,652.94,r,18.9057,-17.28,38.274,5.176,33.098,SN II,0.03403,-18.17817414,0.417
ZTF19aazdcmj,391203400004724,SN2019iba,21:58:15.37,-13:08:07.7,661.96,g,18.8222,-19.32,30.344,8.414,21.93,SN Ia,0.09,-47.25927142,0.139
ZTF19aayxlma,681214300012623,SN2019hoc,17:16:24.95,+36:06:50.8,711.78,r,18.4646,-17.83,>12.05,>0,>12.05,SN Ia,0.04,33.94411685,0.126
ZTF19aayvylv,651207300025515,SN2019hrx,01:30:19.66,+31:48:18.5,667.98,r,18.2924,-19.26,30.155,18.592,11.563,SN Ia,0.071,-30.34256296,0.117
ZTF19aayrosj,1538215400034711,SN2019hrb,20:54:12.08,+10:33:01.1,657.92,r,18.1822,-16.10,42.781,13.241,29.54,SN II,0.01506,-21.28965432,0.264
ZTF19aayqait,727209400022591,SN2019hsy,19:25:52.23,+40:48:50.6,653.86,g,18.5717,-19.22,18.971,8.269,10.702,SN Ia,0.069,11.37430835,0.333
ZTF19aaypehm,632215200041391,SN2019hup,15:57:26.43,+29:31:40.7,655.81,g,18.8796,-19.69,22.072,5.101,16.971,SN Ia,0.11,49.26900868,0.118
ZTF19aayogzn,718216400020054,SN2019hkl,13:44:08.99,+42:40:08.7,660.72,r,18.4088,-19.02,28.862,12.843,16.019,SN Ia,0.06965,71.12175255,0.025
ZTF19aayfaum,763209300010465,SN2019hez,17:49:43.96,+48:27:35.9,657.86,r,16.3032,-17.21,26.237,8.309,17.928,SN Ia,0.0113,29.88713228,0.094
ZTF19aaycomi,549204200041080,SN2019hbb,23:25:13.04,+09:27:11.3,655.98,g,16.8749,-18.82,23.365,9.411,13.954,SN Ia,0.03,-47.8690336,0.113
ZTF19aayabqe,1829215300013454,SN2019hep,16:14:05.43,+60:46:59.3,650.78,r,18.4793,-17.32,12.94,7.623,5.317,SN Ia,0.033,42.32565785,0.029
ZTF19aaxzdtw,721210300017466,SN2019hjg,15:44:12.64,+41:06:56.3,657.76,r,18.8904,-17.40,31.839,11.404,20.435,SN Ic,0.041,52.06212006,0.057
ZTF19aaxyukr,581201200036983,SN2019hgl,15:05:30.14,+16:53:39.2,654.74,g,18.3545,-19.63,28.168,11.238,16.93,SN Ia,0.087,57.40495221,0.07
ZTF19aaxqsbn,862215100007213,SN2019gzd,13:32:06.27,+80:09:46.6,652.8,r,18.3169,-18.72,20.315,11.15,9.165,SN Ia,0.057,36.79446034,0.084
ZTF19aaxibpz,548203100024328,SN2019gwx,23:10:01.01,+09:37:12.4,650.93,r,18.2051,-19.17,27.007,11.987,15.02,SN Ia,0.065,-45.78623798,0.143
ZTF19aaxhysx,389215300020012,SN2019gwn,20:57:43.78,-07:43:00.3,650.85,r,18.5421,-19.44,23.81,11.241,12.569,SN Ia,0.083,-31.53300201,0.218
ZTF19aaxfzao,636214200048275,SN2019hgw,18:04:18.47,+29:44:00.3,653.9,r,17.4946,-18.72,24.163,10.381,13.782,SN Ia,0.037,22.5792322,0.233
ZTF19aaxffum,532205100013006,SN2019gwa,15:58:41.19,+11:14:25.0,653.73,r,17.6337,-19.39,24.484,11.514,12.97,SN Ia-91T,0.05498,43.33795177,0.154
ZTF19aaxeetj,1756212400011047,SN2019hib,13:11:57.42,+44:48:53.9,647.74,r,17.9659,-18.98,>32.965,3.005,>29.96,SN Ia,0.0551,71.8425101,0.059
ZTF19aawyepw,679210400030554,SN2019hax,16:19:13.23,+34:09:54.9,644.78,r,18.8591,-18.27,25.046,5.029,20.017,SN Ia,0.06,45.23444864,0.054
ZTF19aawwlxc,678211100012497,SN2019gbu,15:37:48.05,+34:55:16.7,650.76,r,18.1114,-18.86,27.637,15.646,11.991,SN Ia-91T,0.0557,53.78472056,0.063
ZTF19aawsdlq,1489206200030262,SN2019dtt,22:34:37.50,+00:10:32.5,650.92,r,17.4768,-16.81,>40.476,>14,26.476,SN II,0.0156,-47.27857771,0.18
ZTF19aawsday,600210400026459,AT2019hbr,00:08:09.78,+27:00:13.3,650.94,r,18.4027,-17.22,>31.087,>14.01,17.077,SN Ic,0.02915,-34.87752161,0.143
ZTF19aawrumx,1858211100039714,SN2019gxu,19:33:29.87,+67:30:23.8,649.89,g,18.3431,-19.08,24.041,9.998,14.043,SN Ia,0.06,21.04864209,0.285
ZTF19aawqckx,848210400036149,SN2019gxi,18:02:17.22,+69:52:55.2,651.95,g,17.033,-18.94,20.544,9.607,10.937,SN Ia,0.034,29.55860121,0.11
ZTF19aawnqoj,480211100000774,SN2019gxg,15:32:51.51,+06:17:40.6,652.67,g,18.1053,-19.49,24.768,12.081,12.687,SN Ia,0.07,46.39545427,0.146
ZTF19aawmqtd,1632212200039723,SN2019gwg,17:28:21.17,+23:44:39.3,653.81,g,17.8282,-19.33,28.416,11.184,17.232,SN Ia,0.057,28.19747511,0.152
ZTF19aawmkja,765214200017160,SN2019gwf,18:55:40.31,+51:14:15.9,650.85,r,17.1898,-19.11,23.784,10.7,13.084,SN Ia,0.04,20.19783906,0.124
ZTF19aawhzsh,755206400029167,SN2023eiw,12:28:46.21,+46:31:15.6,2050.85,g,17.2754,-17.95,26.112,11.953,14.159,SN Ic-BL,0.02514,70.09735807,0.04
ZTF19aawhniz,1794201200036774,SN2019gvw,14:07:14.42,+49:05:37.8,647.74,r,18.792,-18.71,>24.824,8.864,>15.96,SN Ia,0.0713,63.61424791,0.048
ZTF19aawgfnn,530204100009416,SN2019gsh,14:40:24.67,+09:30:06.1,644.76,r,18.0229,-18.85,22.019,9.019,13,SN Ia,0.053,58.83483435,0.074
ZTF19aawfkeg,387205100032264,SN2019ght,20:19:39.48,-10:12:38.6,650.98,g,18.5392,-18.37,30.063,18.574,11.489,SN II,0.047,-24.18755492,0.298
ZTF19aawfbtg,1642216400028194,SN2019hge,22:24:21.20,+24:47:17.1,686.96,g,18.1912,-19.92,63.473,37.017,26.456,SLSN-I,0.0866,-27.1323079,0.181
ZTF19aawafvn,676203400011467,SN2019gwb,14:37:15.61,+30:09:57.0,653.77,g,18.0589,-19.53,25.074,14.823,10.251,SN Ia,0.074,66.63794374,0.039
ZTF19aavxpbx,377204300039612,SN2019geq,15:10:06.03,-12:56:35.3,643.75,r,18.8347,-18.82,31.762,21.132,10.63,SN Ia,0.07,37.68147289,0.279
ZTF19aavvozj,1589211300043658,SN2019gxt,20:41:15.51,+16:11:03.0,648.97,r,18.9863,-19.39,25.418,12.465,12.953,SN Ia,0.1,-15.48435266,0.201
ZTF19aavsahh,482210200024422,SN2019giy,16:30:18.69,+06:11:50.8,642.79,g,18.1134,-19.28,21.5,9.533,11.967,SN Ia,0.063,34.07486616,0.167
ZTF19aavoweu,722205200042142,SN2019gqd,16:28:50.13,+39:50:03.6,647.76,r,18.3404,-17.65,22.085,14.912,7.173,SN Ic,0.0359,43.66312957,0.036
ZTF19aavouyw,1628212100019960,SN2019gfm,15:35:46.58,+24:03:44.9,644.71,g,18.6958,-21.02,37.838,11.871,25.967,SLSN-I,0.1816,52.98196576,0.149
ZTF19aavnxwj,716211100004315,SN2019giu,12:47:50.07,+41:51:26.1,647.74,r,18.4648,-19.30,27.91,13.138,14.772,SN Ia,0.08,75.25268662,0.052
ZTF19aavnwyt,788216300032621,SN2019gcj,10:55:06.23,+57:38:56.0,643.67,g,17.7256,-18.80,17.979,6.913,11.066,SN Ia,0.04616,53.26393877,0.014
ZTF19aavnwxf,1755211200042789,SN2019gci,12:39:35.56,+45:22:37.8,641.69,g,17.4385,-19.17,20.68,6.118,14.562,SN Ia,0.0469,71.59908492,0.057
ZTF19aavmlqh,534205100004061,SN2019gbq,16:52:41.52,+11:22:53.0,638.85,g,18.6155,-19.28,25.448,8.123,17.325,SN Ia,0.08,31.47230744,0.151
ZTF19aavmgtv,629216400011857,SN2019gcm,14:23:43.23,+28:20:51.9,639.78,r,17.1853,-18.36,17.092,8.065,9.027,SN Ia,0.0292,69.57503828,0.053
ZTF19aavlnjz,477207100000429,SN2019gcu,14:10:02.58,+04:25:47.3,633.75,g,18.6971,-19.24,35.04,10.645,24.395,SN Ia,0.085,60.55963414,0.069
ZTF19aavlfvn,530208400034842,SN2019gau,14:38:10.42,+10:08:05.2,641.78,r,18.8233,-16.63,>21.998,13.038,>8.96,SN Ia,0.0277,59.65858192,0.083
ZTF19aavjzrz,696214100041167,SN2019hkj,01:31:10.49,+43:37:21.3,691.93,r,17.8238,-16.81,>83.166,>47.98,35.186,SN IIP,0.018,-18.66380289,0.228
ZTF19aavjukt,763209300033941,SN2019hgy,17:48:20.50,+48:12:07.0,663.83,r,17.7584,-18.29,73.592,17.753,55.839,SN IIn,0.036,30.07885664,0.105
ZTF19aavjlkx,632211300038899,SN2019gbm,15:57:42.25,+27:00:11.3,632.84,g,18.7858,-19.17,30.415,8.247,22.168,SN II,0.08344,48.78188403,0.116
ZTF19aavitlq,1803207300067939,SN2019gip,19:57:01.39,+50:10:42.7,641.97,r,18.5151,-17.49,29.162,12.192,16.97,SN Ia,0.03146,10.91388331,0.41
ZTF19aavissk,1727216400086482,SN2019fxu,19:37:20.10,+39:39:59.5,635.95,g,17.3789,-19.33,27.261,12.281,14.98,SN Ia,0.04,8.90415884,0.428
ZTF19aavidqf,764208200024609,SN2019gbh,17:52:15.66,+47:16:04.0,641.72,g,18.5344,-19.74,23.866,9.779,14.087,SN Ia-91T,0.098,29.28462345,0.091
ZTF19aavhblr,582201200017112,SN2019fuo,15:31:43.38,+16:42:49.3,628.83,r,18.5241,-18.26,33.694,10.044,23.65,SN II,0.05,51.57504031,0.116
ZTF19aavbkly,672215400034951,SN2019fmv,12:29:33.80,+35:46:12.1,638.73,r,18.9067,-17.36,46.677,20.179,26.498,SN IIP,0.0407,80.18408561,0.039
ZTF19aavbjfp,819209400012947,SN2019fkl,12:27:00.88,+62:09:49.8,622.67,g,18.2539,-17.21,32.302,3.885,28.417,SN II,0.028,54.72990545,0.045
ZTF19aauxxgk,866207400028105,SN2019ffn,19:47:41.90,+74:59:54.0,628.95,g,17.5287,-18.11,30.238,9.299,20.939,SN II,0.026,22.61020668,0.325
ZTF19aauvjws,672215400002916,SN2019fyf,12:31:57.73,+35:51:13.7,632.68,r,18.2936,-19.79,30.554,11.714,18.84,SN Ia,0.09351,80.34094162,0.027
ZTF19aaurxsa,1582213300032314,SN2019fcf,17:40:17.62,+17:41:39.0,632.82,r,18.1135,-18.82,24.397,12.394,12.003,SN Ia,0.052,23.42753257,0.192
ZTF19aaurhox,722213400023334,SN2019fju,16:32:03.97,+42:30:42.1,632.85,g,18.0936,-19.36,25.393,12.072,13.321,SN Ia,0.07,43.07426169,0.024
ZTF19aauqywe,864209100009511,SN2019ffm,17:50:30.80,+77:29:01.8,628.89,r,18.495,-18.65,24.687,12.779,11.908,SN Ia,0.058,29.72387655,0.164
ZTF19aauqwna,1766210400041690,SN2019fem,19:44:46.12,+44:42:49.1,627.91,r,18.5174,-18.16,31.12,11.144,19.976,SN IIP,0.041,10.07688583,0.515
ZTF19aaupkrl,823205300029290,SN2019fcx,15:51:23.68,+61:04:48.4,633.76,g,16.9147,-19.14,25.495,10.502,14.993,SN Ia,0.03666,44.70925812,0.041
ZTF19aaupkev,720201400018430,SN2019flf,15:21:26.52,+37:27:16.5,632.85,g,18.2772,-19.76,34.499,13.642,20.857,SN Ia,0.09,56.90847696,0.045
ZTF19aaumvig,633206100018732,SN2019fdf,16:37:48.25,+25:47:22.1,632.83,r,17.7679,-18.95,23.975,13.616,10.359,SN Ia,0.049,39.76249611,0.095
ZTF19aaujzqh,1797202200022680,SN2019fdc,16:01:06.63,+49:00:35.0,632.85,g,16.9354,-19.47,25.226,11.527,13.699,SN Ia,0.0426,47.66263239,0.058
ZTF19aaujiwc,529201400023293,SN2019evz,14:32:30.83,+08:32:26.6,616.8,r,17.2356,-18.91,24.929,4.727,20.202,SN Ia,0.038,59.72580506,0.074
ZTF19aauivtj,475213400025134,SN2019faq,13:28:45.38,+06:41:55.4,633.75,g,18.4556,-19.06,36.142,19.142,17,SN Ia,0.07,67.73019159,0.075
ZTF19aauitks,578211200005631,SN2019fcm,13:21:02.64,+20:05:55.5,628.71,g,18.8935,-19.34,23.97,12.504,11.466,SN Ia,0.098,80.23749392,0.058
ZTF19aauishy,674211300008215,SN2019evl,13:31:01.26,+34:09:12.5,636.72,r,18.5515,-16.42,92.042,23.967,68.075,SN II,0.0226,78.97238029,0.03
ZTF19aauisdr,627211200026117,SN2019fci,13:27:49.22,+27:43:46.2,628.71,g,18.6297,-17.76,24.266,12.323,11.943,SN II,0.0433,81.90642239,0.023
ZTF19aauhwbp,819214200035650,SN2019fch,12:04:01.02,+65:05:46.7,622.67,g,17.9313,-18.30,13.377,6.443,6.934,SN Ia,0.03942,51.29365937,0.062
ZTF19aauhhjy,712206100011349,SN2019fcq,10:39:04.28,+39:58:20.1,622.66,g,18.481,-18.96,23.872,6.008,17.864,SN Ia,0.0682,59.80860131,0.065
ZTF19aaugoig,1668203200035876,SN2019evf,11:42:00.30,+26:54:52.5,628.69,g,17.8673,-18.93,25.809,14.791,11.018,SN Ia,0.0509,74.54754915,0.064
ZTF19aatnfvj,582203300013384,SN2019ewi,15:16:07.96,+15:27:30.8,616.77,g,18.7129,-19.20,20.574,13.145,7.429,SN Ia,0.0835,54.48614809,0.087
ZTF19aatlqdf,529215300018779,SN2019eju,14:14:05.27,+13:55:12.1,616.73,g,18.616,-19.14,49.709,11.696,38.013,SN II,0.0785,66.63237663,0.067
ZTF19aatlmbo,1716213200038104,SN2019ein,13:53:29.11,+40:16:31.3,619.76,g,14.046,-18.61,20.563,7.726,12.837,SN Ia,0.00775,71.63288691,0.035
ZTF19aathllr,586211300014700,SN2019eji,17:14:26.02,+19:48:39.4,616.9,r,18.3942,-18.61,32.346,10.406,21.94,SN II,0.055,29.89794912,0.134
ZTF19aatheus,726206100047055,SN2019eix,18:42:42.90,+40:22:08.0,618.76,r,16.4307,-18.22,25.926,13.716,12.21,SN Ic,0.01836,18.73236045,0.192
ZTF19aatgznl,1717215100031736,SN2019ekb,14:12:11.62,+40:05:55.0,616.76,g,18.1511,-19.20,24.769,7.913,16.856,SN Ia,0.0671,68.85324322,0.018
ZTF19aatgxjy,1798208200028247,SN2019ekj,16:17:30.72,+50:42:58.5,608.82,g,17.1867,-19.08,15.754,4.932,10.822,SN II,0.04,44.71579122,0.063
ZTF19aatgwhs,724205400030251,SN2019eiy,17:40:53.83,+38:44:07.4,616.97,g,17.0234,-19.36,22.884,6.967,15.917,SN Ia,0.04102,29.71217161,0.113
ZTF19aatgrxv,623207300013528,SN2019ens,11:29:42.60,+24:38:24.7,612.67,g,17.6961,-18.55,26.149,5.115,21.034,SN Ia,0.04,71.47124997,0.047
ZTF19aatgrxl,573209300007958,SN2019enu,11:14:56.58,+19:49:59.5,618.77,r,18.1028,-19.10,25.851,10.118,15.733,SN Ia,0.062,66.74964895,0.055
ZTF19aassqix,490214200041210,SN2019eid,20:11:43.98,+07:52:22.7,607.89,r,18.1621,-18.96,34.736,10.731,24.005,SN Ia,0.05,-13.89421461,0.524
ZTF19aasekcx,628214100026325,SN2019ejp,14:08:28.58,+29:16:11.1,636.72,r,18.8123,-19.80,86.483,30.622,55.861,SN IIn,0.118,72.91145532,0.042
ZTF19aartuli,321210400010443,SN2019dzo,12:55:37.99,-16:45:01.0,607.8,g,17.2492,-19.62,24.659,6.23,18.429,SN Ia,0.05,46.1096205,0.152
ZTF19aarphwc,1800207400001033,SN2019eot,18:00:29.94,+50:17:43.3,641.72,g,18.568,-22.28,65.513,32.808,32.705,SLSN-I,0.3057,28.43376759,0.117
ZTF19aarmznp,572214400024111,SN2019dwd,10:42:54.61,+21:37:29.0,612.67,g,17.3123,-19.50,30.6,11.008,19.592,SN Ia,0.05123,60.30352572,0.063
ZTF19aarmtgu,516206300011815,SN2020urj,08:06:36.87,+10:27:26.7,1137.96,g,17.0456,-19.31,21.548,9.661,11.887,SN Ia,0.04185,21.39086707,0.054
ZTF19aarlefl,583201200040366,SN2019due,16:01:37.59,+16:26:09.5,608.79,g,16.6518,-19.85,30.816,10.838,19.978,SN Ia,0.04346,44.84551159,0.102
ZTF19aariwpf,476216300003599,SN2019duj,13:29:32.22,+07:00:18.3,606.75,r,18.6646,-18.89,32.105,18.615,13.49,SN Ia,0.072,67.93788257,0.081
ZTF19aariwfe,371210400020523,SN2019edy,12:41:38.67,-09:09:55.8,601.74,g,18.3551,-17.73,35.171,7.766,27.405,SN II,0.03590,53.62861651,0.106
ZTF19aarinmw,530205200010521,SN2019duh,14:57:18.06,+11:18:26.8,606.84,r,17.6847,-19.08,23.327,12.223,11.104,SN Ia,0.05,56.48991849,0.099
ZTF19aarhxgn,1870205100019314,SN2019dsq,10:52:23.02,+72:04:50.0,606.7,r,16.8617,-19.09,23.971,5.683,18.288,SN Ia,0.033,42.18838459,0.212
ZTF19aarfyvc,794211100028675,SN2019dwa,15:38:57.47,+56:36:18.1,619.83,r,18.6317,-19.37,32.818,19.824,12.994,SN Ic,0.09,48.19531029,0.031
ZTF19aarfnto,675201400010390,SN2019drp,14:22:02.61,+30:04:01.2,602.77,r,18.5101,-19.39,15.707,9.277,6.43,SN Ia,0.08523,69.92988778,0.053
ZTF19aarfnmb,1761216400038415,SN2019dxg,16:15:09.93,+46:53:28.6,602.8,r,18.5588,-17.95,23.946,14.414,9.532,SN II,0.04561,45.74276585,0.033
ZTF19aarflsx,574203200010091,SN2019dtb,11:28:02.83,+16:40:07.7,606.74,r,18.752,-19.04,33.809,12.651,21.158,SN Ia,0.08,68.05826263,0.087
ZTF19aarfksi,525211300004168,SN2019duk,12:21:52.70,+12:07:03.1,605.73,g,18.3402,-19.46,25.328,11.019,14.309,SN Ia,0.0798,73.46567252,0.069
ZTF19aaraxhh,821212300035656,SN2019duf,13:21:28.26,+62:52:31.1,602.78,r,17.8476,-18.47,28.837,9.478,19.359,SN Ia,0.04129,53.91328301,0.06
ZTF19aaqxosb,579204100038063,SN2019dok,13:46:51.76,+16:16:53.7,597.85,r,18.0449,-16.62,37.959,8.151,29.808,SN II,0.01931,73.19096216,0.072
