ZTFID,OID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF21abdmevk,722205300004781,SN2021ont,16:26:42.48,+39:08:42.9,1374.87,g,16.9046,-18.56,26.643,4.849,21.794,SN II,0.02833,44.05442556,0.025
ZTF21abcxner,627207200002430,SN2021nxh,13:29:12.61,+25:46:32.8,1383.76,g,18.0195,-19.50,27.508,13.535,13.973,SN Ia,0.072,81.44029077,0.024
ZTF21abctmnb,845207100019722,SN2021nzb,14:12:49.78,+68:40:14.6,1379.81,g,17.3477,-19.17,25.709,9.968,15.741,SN Ia,0.045,46.74121764,0.055
ZTF21abcrhpk,493211400027184,SN2021nqo,21:29:28.06,+04:53:14.9,1374.9,g,18.0659,-19.69,27.264,11.246,16.018,SN Ia,0.0744,-31.68717885,0.16
ZTF21abcnpnk,635204200021504,SN2021ntw,17:18:34.06,+23:20:28.6,1369.87,g,18.9637,-19.43,20.974,7.953,13.021,SN Ia,0.099,30.18576829,0.173
ZTF21abcmlzt,824208100004965,SN2021nnk,16:04:45.60,+61:29:05.6,1374.93,r,18.2686,-19.56,27.388,12.31,15.078,SN Ia,0.083,43.0894963,0.031
ZTF21abcmepi,473205200009917,SN2021nlj,12:31:27.02,+04:13:35.3,1369.73,g,18.5892,-19.44,32.91,9.527,23.383,SN Ia,0.089,66.60651695,0.065
ZTF21abcfgub,789215300014590,SN2021nir,11:54:00.25,+56:59:28.3,1367.76,g,18.3976,-19.33,26.836,9.593,17.243,SN Ia,0.078,58.43822672,0.053
ZTF21abbzjeq,679215400015888,SN2021mwb,16:08:57.11,+35:25:15.9,1371.87,g,17.0714,-19.35,26.672,11.817,14.855,SN Ia,0.043,47.4316193,0.061
ZTF21abbytmm,372203100008430,SN2021msv,13:00:23.78,-11:57:55.7,1362.69,g,17.6544,-19.34,20.931,8.317,12.614,SN Ia,0.054,50.84579603,0.117
ZTF21abbxdcm,530202100012708,SN2021msu,14:54:32.88,+09:13:41.2,1368.71,g,16.9705,-19.81,35.197,11.206,23.991,SN Ia-91T,0.05,55.88062002,0.08
ZTF21abbsbov,581207200035570,SN2021min,14:48:57.67,+18:19:36.1,1362.73,g,17.1321,-19.33,21.492,8.444,13.048,SN Ia,0.04209,61.58913776,0.128
ZTF21abbqeea,822205300033879,SN2021mkr,14:56:52.57,+60:50:05.1,1397.85,r,18.7448,-21.79,>104.879,29.049,>75.83,SLSN-I,0.28,50.22251193,0.027
ZTF21abbliav,544205100007200,SN2021mqv,21:31:32.78,+11:08:56.3,1359.95,g,17.6831,-19.21,18.823,7.221,11.602,SN Ia,0.049,-28.25666682,0.212
ZTF21abbjybk,631204300003324,SN2021mld,15:20:01.14,+22:53:11.9,1361.82,g,18.5742,-19.31,23.925,9.981,13.944,SN Ia,0.08,56.19173389,0.134
ZTF21aayrbnn,863208200006742,SN2021lea,14:21:35.15,+75:20:57.3,1358.93,g,18.9203,-19.18,21.437,18.524,2.913,SN Ia,0.09,40.47155814,0.1
ZTF21aayquba,679205200003197,SN2021lhg,16:25:12.55,+32:56:32.4,1349.87,g,18.4757,-19.58,24,8.256,15.744,SN Ia,0.09,43.85467593,0.063
ZTF21aayqrgx,845215400000774,SN2021lax,14:09:21.24,+72:07:02.1,1349.81,r,18.5521,-17.27,30.527,11.069,19.458,SN Ib,0.033,43.75709384,0.059
ZTF21aayfnjz,627207300027426,SN2021kww,13:27:59.14,+24:22:54.8,1359.71,r,17.1312,-17.88,24.914,15.979,8.935,SN IIb,0.023,81.32734235,0.03
ZTF21aaydxoo,476208400020579,SN2021kwc,13:35:47.91,+02:59:59.3,1346.8,r,16.8837,-18.03,28.175,8.967,19.208,SN IIn,0.02175,63.64156694,0.066
ZTF21aaxzbrn,635215200026745,SN2021kxx,17:26:25.49,+29:07:34.2,1345.9,g,18.6973,-18.87,23.556,8.311,15.245,SN Ia,0.07,30.24923833,0.115
ZTF21aaxxmvs,754208200025065,SN2021kum,11:26:29.32,+47:07:42.4,1353.68,r,18.794,-18.06,25.15,15.126,10.024,SN IIb,0.053,63.97077311,0.057
ZTF21aaxvnjy,725202300022318,SN2021ldj,18:00:40.88,+37:16:31.7,1345.91,g,17.8412,-19.79,26.786,9.852,16.934,SN Ia,0.073,25.57740746,0.097
ZTF21aaxswlc,788209300002921,SN2021krm,11:35:24.85,+55:26:56.5,1350.74,r,18.8914,-18.62,25.013,12.634,12.379,SN Ia,0.072,58.5164718,0.034
ZTF21aaxstzy,631204400036471,SN2021kpu,15:22:19.66,+22:40:54.4,1341.82,g,18.144,-19.39,25.227,8.168,17.059,SN Ia,0.069,55.624543,0.122
ZTF21aaxlbad,799208200017968,SN2021kmn,19:02:38.86,+54:29:08.2,1340.95,g,18.6711,-19.51,26.194,10.195,15.999,SN Ia,0.09,20.23564482,0.171
ZTF21aaxkckg,711209200004209,SN2021kmv,10:11:22.07,+41:47:18.1,1338.7,g,18.1408,-19.11,27.797,7.759,20.038,SN Ia,0.063,54.29817508,0.048
ZTF21aavuqzr,799213100009663,SN2021kat,19:50:31.65,+57:59:28.0,1366.9,r,18.0428,-20.52,60.779,30.071,30.708,SN IIn,0.1013,15.44886522,0.384
ZTF21aavozbk,626203300016551,SN2021kax,12:59:50.58,+22:43:23.9,1335.81,r,18.3356,-19.21,24.824,13.815,11.009,SN Ia,0.072,85.20076722,0.069
ZTF21aavotzn,786205100001957,SN2021jun,10:11:10.22,+54:33:02.3,1329.71,r,18.5045,-17.71,14.89,7.97,6.92,SN Iax,0.04,50.03937688,0.027
ZTF21aavheiv,846211100008124,SN2021kcu,15:24:25.85,+70:19:40.4,1334.87,r,18.0112,-18.85,38.079,10.904,27.175,SN Ia,0.053,41.65632631,0.058
ZTF21aavdqgf,529215100016282,SN2021kty,14:18:48.76,+15:00:50.8,1338.82,g,18.8086,-20.51,31.486,7.726,23.76,SLSN-I,0.159,66.35006746,0.063
ZTF21aautijg,675205300008057,SN2021iui,14:16:59.19,+32:14:06.5,1358.81,r,18.8694,-19.49,100.452,38.827,61.625,SN IIn,0.106,70.76764666,0.024
ZTF21aaublej,681213100040877,SN2021ixf,17:30:25.16,+37:00:39.2,1328.86,g,17.0236,-19.36,23.353,8.227,15.126,SN Ia,0.041,31.36708713,0.111
ZTF21aauapli,484209300052917,SN2021ixi,17:31:15.72,+05:26:22.3,1334.88,r,16.3996,-18.56,25.523,13.116,12.407,SN Ia-91T,0.02,20.29711053,0.335
ZTF21aatvcdl,749207200035295,SN2021iyb,08:28:12.67,+46:50:10.9,1325.72,g,17.7644,-19.03,20.831,6.876,13.955,SN Ia,0.05,35.59873094,0.095
ZTF21aatdzmt,677215100033293,SN2021imq,15:09:27.67,+36:49:02.8,1323.8,g,18.0703,-19.60,25.533,8.471,17.062,SN Ia,0.076,59.36027945,0.051
ZTF21aasyzkt,788211300011935,SN2021iqt,11:11:03.36,+55:07:50.9,1328.82,g,18.3904,-18.80,24.072,12.256,11.816,SN Ia,0.062,56.60517183,0.029
ZTF21aaswvyc,724208400025242,SN2021ijy,17:13:56.95,+39:05:55.6,1324.89,g,18.355,-19.22,22.193,10.141,12.052,SN Ia,0.07,34.93116434,0.125
ZTF21aassamj,536212100019153,SN2021ify,17:26:53.69,+13:10:43.8,1322.96,r,18.0875,-19.19,25.382,10.015,15.367,SN Ia,0.056,24.60883111,0.409
ZTF21aaskyvp,800203400075821,SN2021icu,20:04:34.90,+51:43:42.0,1320.99,r,18.5613,-19.98,23.2,11.31,11.89,SN Ia,0.1,10.66273756,0.396
ZTF21aasbkrl,677207300037629,SN2021hwp,15:05:41.55,+31:59:37.1,1323.8,g,18.9666,-19.08,21.823,11.252,10.571,SN Ia,0.09,60.52265966,0.054
ZTF21aarohyu,789203400001692,SN2021hzo,12:00:40.09,+51:50:27.3,1315.72,g,18.4802,-18.77,25.623,5.623,20,SN Ia,0.063,63.50583312,0.045
ZTF21aarigsr,630210400018774,SN2021iaf,15:11:22.52,+26:47:32.1,1321.88,g,17.3857,-19.85,27.258,10.253,17.005,SN Ia,0.059,58.91851758,0.154
ZTF21aarenhl,715205200009627,SN2021htr,12:26:41.96,+40:04:01.0,1321.76,g,17.0867,-19.17,23.455,11.586,11.869,SN Ia-pec,0.04,76.08331971,0.053
ZTF21aarcobt,799211100008089,SN2021hsn,19:22:16.83,+56:21:00.2,1313.95,r,18.4208,-18.71,29.389,10.042,19.347,SN IIn,0.054,18.26507264,0.329
ZTF21aaradzm,862211400016147,SN2021hur,13:30:59.36,+77:12:52.6,1335.83,r,18.0112,-17.61,69.886,23.954,45.932,SN IIn,0.03,39.69557295,0.066
ZTF21aaqwfqe,626206300030208,SN2021hen,13:07:43.90,+24:48:37.7,1313.8,r,17.8425,-16.99,20.613,10.81,9.803,SN Ib,0.0211,85.66648826,0.046
ZTF21aaqvuyf,815214300016363,SN2021hmb,08:33:34.08,+64:35:06.8,1312.79,r,18.1853,-18.81,22.528,11.914,10.614,SN Ia,0.053,35.20392399,0.227
ZTF21aaqsprr,625215400037102,SN2021hiw,12:30:51.24,+28:35:12.2,1313.76,g,18.3864,-19.10,28.488,12.454,16.034,SN Ia,0.07,85.22289091,0.054
ZTF21aaqpykm,531214200010734,SN2021hay,15:18:09.44,+15:10:34.6,1307.88,g,18.3473,-18.83,25.07,8.14,16.93,SN Ia,0.06,53.92396436,0.077
ZTF21aaqhqke,578203200001383,SN2021gpw,13:21:54.85,+16:44:39.7,1329.77,r,17.6281,-20.00,67.409,31.972,35.437,SN IIn,0.075,77.4475745,0.063
ZTF21aaqgrrf,468205200012408,SN2021gqm,10:15:02.67,+03:47:47.5,1303.76,g,18.5314,-19.33,26.398,9.104,17.294,SN Ia,0.082,46.00204622,0.073
ZTF21aaqftpz,691210400015139,SN2021gmh,22:34:33.37,+34:00:19.0,1303.03,r,15.898,-19.48,>24.959,>9.99,14.969,SN Ia,0.025,-20.79602605,0.252
ZTF21aaprgdh,423205300012131,SN2021fom,12:59:12.07,-04:12:14.4,1291.8,g,18.8746,-19.19,30.556,14.579,15.977,SN Ia,0.09,58.61160853,0.071
ZTF21aappktx,418201200019437,SN2021fwm,10:37:18.17,-05:09:38.2,1304.71,g,18.2747,-19.31,27.555,12.549,15.006,SN Ia,0.07,44.25366079,0.131
ZTF21aapomdb,815214400008374,SN2021fou,08:36:32.70,+64:45:10.5,1302.73,r,18.3723,-19.33,25.206,13.224,11.982,SN Ia,0.07,35.48432693,0.334
ZTF21aaplnxw,761202100029023,SN2021glz,16:24:52.05,+45:10:51.3,1308.89,g,17.7385,-20.00,30.215,14.23,15.985,SN Ia,0.08,44.2547512,0.02
ZTF21aapkvrd,376205100025495,SN2021gqc,15:07:47.95,-10:14:49.8,1306.94,r,17.694,-19.10,20.715,11.012,9.703,SN Ia,0.047,40.1038481,0.294
ZTF21aapkhsc,374209200013520,SN2021fof,14:08:12.79,-08:49:58.0,1300.86,g,17.0056,-19.32,22.972,10.782,12.19,SN Ia,0.04,49.51097703,0.111
ZTF21aapjmpq,530209400012166,SN2021fzq,15:01:07.28,+12:18:50.3,1302.92,r,18.8398,-20.03,24.261,9.948,14.313,SN Ia-91T,0.13,56.22541052,0.097
ZTF21aapjmgf,581204100024847,SN2021fzp,14:43:56.08,+16:24:47.6,1292.93,g,18.4357,-18.51,28.461,7.435,21.026,SN II,0.054,61.85582263,0.077
ZTF21aaowaxx,825212300009211,SN2021fel,16:51:58.52,+62:34:04.3,1297.81,g,18.3443,-19.10,32.768,12.61,20.158,SN IIn,0.068,37.50922069,0.074
ZTF21aaovhxe,275214300011555,SN2021feg,14:47:57.32,-22:11:19.3,1297.9,r,18.047,-19.27,26.348,13.277,13.071,SN Ia,0.06,33.20574528,0.276
ZTF21aaovdlh,465207400007333,SN2021fck,08:41:22.68,+02:53:23.3,1293.65,g,17.8715,-19.16,21.202,6.137,15.065,SN Ia,0.056,25.67150042,0.084
ZTF21aaoqcnh,537206100043795,SN2021feu,18:09:54.91,+11:18:05.5,1291.96,r,17.5206,-18.96,27.029,11.026,16.003,SN Ia,0.04,14.27741475,0.346
ZTF21aaopqqk,826205100027843,SN2021gbq,18:41:50.47,+61:15:23.1,1292.01,g,18.2948,-19.30,20.285,8.549,11.736,SN Ia,0.0705,24.69056107,0.128
ZTF21aaoexgy,580211300034076,SN2021fbc,14:18:39.82,+19:44:53.9,1292.0,g,17.8469,-19.22,20.392,10.381,10.011,SN Ia,0.057,68.71363996,0.079
ZTF21aaodljj,859203100008702,SN2021epq,08:36:28.82,+74:09:58.9,1293.66,g,17.6395,-19.22,24.184,9.013,15.171,SN Ia,0.053,33.10161851,0.043
ZTF21aanzcuj,715215300026223,SN2021enz,12:07:05.23,+42:59:18.3,1329.75,r,18.439,-16.67,113.57,56.761,56.809,SN II,0.024,71.76482399,0.037
ZTF21aanyyde,315207400012556,SN2021egg,09:56:41.57,-18:43:59.4,1290.75,r,18.0934,-19.08,26.027,13.603,12.424,SN Ia,0.06,27.58349053,0.113
ZTF21aanuyro,822201200026949,SN2021eno,14:59:18.35,+59:54:01.1,1291.81,g,18.289,-19.18,24.455,13.669,10.786,SN Ia,0.07,50.63737392,0.034
ZTF21aamucom,367203300016977,SN2021dsb,10:35:18.79,-13:00:19.5,1290.75,r,16.462,-18.81,28.369,15.596,12.773,SN Ia-91T,0.025,38.02653718,0.133
ZTF21aalimtr,819210400014095,SN2021dfs,12:12:55.76,+62:49:38.0,1272.9,g,17.8967,-18.91,17.907,7.462,10.445,SN Ia,0.05134,53.74289634,0.058
ZTF21aalekwo,312209300019314,SN2021dgc,08:45:21.21,-16:12:39.0,1274.74,g,18.2613,-19.43,22.454,10.226,12.228,SN Ia,0.07,16.27248223,0.218
ZTF21aakijia,584201300039940,SN2021csf,16:29:38.68,+15:39:10.4,1270.93,g,18.082,-18.77,23.564,7.497,16.067,SN Ia,0.05,38.3198851,0.142
ZTF21aajtsba,473211100034976,SN2021dda,12:19:11.08,+06:08:52.9,1272.91,g,18.2883,-19.22,24.376,10.967,13.409,SN Ia-91T,0.07,67.661651,0.066
ZTF21aaipypa,470210300028750,SN2021cgu,11:03:03.71,+05:05:53.4,1270.84,r,17.0515,-18.28,46.702,14.722,31.98,SN II,0.026,56.06858096,0.101
ZTF21aaiaqhh,673204400023858,SN2021can,12:55:30.80,+30:01:40.8,1258.88,g,16.8345,-17.96,16.512,4.492,12.02,SN II,0.0207,86.96552805,0.031
ZTF21aahzspd,570213300012292,SN2021cjx,09:52:01.13,+21:10:26.8,1266.78,g,18.9321,-19.57,22.471,10.822,11.649,SN Ia,0.11,48.85256877,0.062
ZTF21aahfjrr,795210100011823,SN2021bwf,16:35:02.94,+56:28:38.4,1279.0,r,18.8085,-20.90,66.459,22.614,43.845,SN IIn,0.194,40.97147974,0.025
ZTF21aahfjlo,792202200007289,SN2021clz,14:18:35.80,+52:06:04.0,1266.89,r,17.7167,-18.44,20.151,9.002,11.149,SN Ia,0.039,60.16359323,0.027
ZTF21aahfjbs,582207200006957,SN2021cky,15:17:35.40,+18:07:05.0,1261.0,g,18.4374,-19.21,24.864,6.321,18.543,SN Ia-pec,0.073,55.22688822,0.113
ZTF21aagycrc,627209400006130,SN2021bjd,13:47:49.22,+26:24:00.6,1249.94,g,17.6706,-19.72,18.276,4.412,13.864,SN Ia,0.068,77.40005121,0.029
ZTF21aagtexi,755201200012957,SN2021bqo,12:34:58.34,+45:26:57.1,1260.91,r,18.5928,-19.16,25.122,11.955,13.167,SN Ia,0.08,71.38782068,0.036
ZTF21aagtcgb,720215200007866,SN2021bmb,14:57:18.08,+43:27:34.9,1256.95,r,17.4009,-18.69,25.497,10.7,14.797,SN Ia,0.0375,59.84367614,0.048
ZTF21aagsihi,575210100009871,SN2021bsf,12:06:04.04,+20:32:13.3,1258.87,g,16.3062,-18.85,22.893,8.801,14.092,SN Ia,0.0237,77.71789994,0.086
ZTF21aagpymw,522211300025004,SN2021bnw,10:53:52.17,+12:33:29.0,1262.91,g,17.3936,-20.84,67.558,15.15,52.408,SLSN-I,0.098,58.87294162,0.054
ZTF21aagocor,415207100010786,SN2021bpn,08:59:29.58,-02:55:37.6,1260.87,g,17.7582,-19.37,23.331,9.047,14.284,SN Ia,0.06,26.60919991,0.038
ZTF21aagnwkk,519211200007746,SN2021bne,09:27:57.10,+12:47:28.6,1248.79,g,18.9997,-19.62,24.886,6.914,17.972,SN Ia,0.113,40.44020756,0.114
ZTF21aafkktu,523213300000821,SN2021avg,11:39:58.99,+14:31:40.6,1234.95,g,18.3987,-17.37,36.976,2.997,33.979,SN II,0.031,69.1282649,0.108
ZTF21aaasxel,664211300003128,SN2021aoe,08:14:18.37,+33:57:58.4,1232.81,r,18.9011,-19.15,28.793,12.86,15.933,SN Ia,0.088,31.05603035,0.145
ZTF21aaarmti,352208200007769,SN2021ek,03:23:49.90,-10:02:41.2,1232.72,g,18.7942,-21.09,39.092,16,23.092,SLSN-I,0.193,-50.27981974,0.169
ZTF21aaahzpr,421211400004981,SN2021pp,11:49:11.60,-02:17:11.2,1225.98,g,18.7145,-19.33,34.841,12.141,22.7,SN Ia,0.09,56.98106606,0.055
ZTF21aaafzwx,462209200026575,SN2021hq,07:31:26.04,+05:32:56.0,1227.84,g,18.4544,-19.46,35.425,11.411,24.014,SN Ia,0.08,11.41409161,0.167
ZTF21aaabaey,708216200033815,SN2021F,07:55:09.87,+44:07:52.3,1227.93,g,18.0787,-19.34,22.412,9.991,12.421,SN Ia,0.06569,29.52776112,0.113
ZTF20acxvvnf,457209200000114,SN2020adle,05:10:20.60,+06:20:19.8,1215.65,g,17.4039,-19.62,24.007,10.323,13.684,SN Ia,0.05,-19.10523832,0.284
ZTF20acxpurh,257215400030742,SN2020acts,05:57:52.73,-21:33:08.4,1215.77,r,17.8201,-19.40,26.646,15.416,11.23,SN Ia,0.06,-21.0507393,0.16
ZTF20acwphqb,524214400003172,SN2020acej,12:02:14.94,+14:18:42.2,1200.96,g,18.3967,-19.44,23.972,7.901,16.071,SN Ia,0.08,72.80396833,0.098
ZTF20acwnrty,619201300015718,SN2020acef,09:44:23.97,+22:58:44.9,1203.91,g,18.0184,-19.33,27.644,6.658,20.986,SN Ia-91T,0.065,47.6743849,0.077
ZTF20acwncbd,616213200013578,SN2020acoe,08:14:53.61,+29:07:02.8,1206.87,g,18.1466,-19.68,25.854,9.845,16.009,SN Ia,0.08,29.92034499,0.089
ZTF20acvjagm,516215200023861,SN2020abtf,07:59:34.48,+15:17:59.9,1189.99,g,16.7208,-17.29,32.051,1.203,30.848,SN II,0.014,21.82653537,0.093
ZTF20acveyyv,759214100015405,SN2020vci,15:04:22.63,+51:04:56.8,1203.03,r,18.1329,-21.58,>56.191,>16,40.191,SN IIn,0.193,55.32798226,0.04
ZTF20acvejem,564210300023466,SN2020ackf,06:53:39.25,+19:05:13.0,1202.86,g,17.8643,-19.63,28.127,9.215,18.912,SN Ia,0.063,9.04687961,0.249
ZTF20acvebcu,843207400020414,SN2020abqx,11:52:24.66,+67:32:51.7,1203.97,r,18.1781,-,33.803,15.821,17.982,SN Ib,-,48.5997598,0.034
ZTF20acuzlib,814209100009833,SN2020abol,07:59:28.38,+63:22:30.4,1199.8,r,18.48,-19.35,28,10.89,17.11,SN Ia,0.08,31.62126881,0.135
ZTF20acuoclk,708202300002587,SN2020abqd,08:16:16.75,+37:24:13.8,1193.93,g,18.7349,-19.21,20.115,8.497,11.618,SN Ia,0.082,32.1921451,0.145
ZTF20acuobve,861209100011964,SN2020abso,13:04:05.05,+77:02:10.0,1193.97,g,18.3569,-19.16,>19.183,7.263,>11.92,SN Ia,0.07,40.06952498,0.082
ZTF20acufmte,352202100011273,SN2020abdr,03:42:47.48,-12:16:48.3,1198.73,r,17.8631,-17.99,39.115,15.586,23.529,SN II,0.03,-47.27829376,0.343
ZTF20actvpyc,524212100000447,SN2020aazq,11:48:14.15,+13:31:14.0,1189.04,g,18.5524,-19.30,24.553,9.581,14.972,SN Ia,0.08,69.92320355,0.115
ZTF20actpqgc,604203100027533,SN2020abdw,02:01:17.08,+24:04:14.6,1202.79,r,18.1329,-17.84,34.402,18.499,15.903,SN Ic,0.03277,-36.09800855,0.264
ZTF20actoakx,422201400006859,SN2020aawr,12:34:09.77,-06:18:51.7,1195.04,g,16.8831,-18.77,25.075,11.6,13.475,SN Ia,0.03,56.29704529,0.075
ZTF20actkmks,520209300031437,SN2020aaun,10:10:01.02,+11:54:58.1,1203.98,r,18.1254,-17.40,73.025,28.098,44.927,SN II,0.02815,49.26604294,0.119
ZTF20actdeqw,248213400014729,SN2020abfd,01:47:46.47,-21:45:39.1,1189.71,r,18.1556,-18.33,25.977,10.985,14.992,SN Ia,0.045,-76.1123424,0.035
ZTF20actawpa,666211400006056,SN2020aasd,09:23:15.01,+33:34:00.8,1182.04,g,16.8271,-18.39,25.373,4.212,21.161,SN II,0.025,45.08856174,0.046
ZTF20acsfdnn,670211300010188,SN2020aawb,11:23:02.40,+34:09:08.5,1188.02,g,18.7011,-19.35,22.859,11.146,11.713,SN Ia,0.09,69.78215891,0.06
ZTF20acrzwvx,305210100014166,SN2020aatb,05:24:46.41,-15:56:31.4,1193.8,r,16.4764,-16.87,31.281,15.992,15.289,SN II,0.00995,-26.17964569,0.225
ZTF20acqgklx,457214100014291,SN2020zos,05:06:32.08,+07:45:36.4,1215.74,r,18.6582,-20.65,83.492,38.239,45.253,SN IIn,0.14,-19.15484335,0.422
ZTF20acpknjk,398213400023007,SN2020zgh,01:15:53.41,+00:00:57.5,1173.74,r,17.4504,-19.08,25.608,8.217,17.391,SN Ia,0.045,-62.22681868,0.088
ZTF20acpkjsn,601201100006906,SN2020zbc,00:49:27.52,+23:24:45.3,1173.69,g,18.0496,-19.01,19.786,9.802,9.984,SN Ia,0.056,-39.45679156,0.103
ZTF20acpjqxp,446212400021236,SN2020zgl,23:28:01.14,-02:09:53.5,1181.61,r,14.9542,-17.41,20.336,10.073,10.263,SN Ib-pec,0.0065,-58.02851093,0.158
ZTF20acoxmsr,418205100005230,SN2020yza,10:41:35.16,-03:26:29.4,1166.02,g,18.3623,-19.29,25.655,9.674,15.981,SN Ia,0.071,46.23554971,0.164
ZTF20acogesf,305214300004181,SN2020ykj,05:20:20.94,-14:35:28.4,1165.84,r,18.2818,-19.05,26.4,11.034,15.366,SN Ia,0.06,-26.63133105,0.292
ZTF20acobvxk,299214300022601,SN2020ymv,02:30:41.64,-14:34:08.7,1165.69,g,17.8955,-19.88,34.428,11.886,22.542,SN Ia,0.08,-63.70773835,0.05
ZTF20acobevy,245211400001578,SN2020yub,00:02:15.11,-23:29:42.1,1158.69,g,18.2506,-19.53,19.971,5.974,13.997,SN Ia,0.08,-78.31197674,0.049
ZTF20acnyxln,416205100030002,SN2020yjf,09:42:35.61,-03:29:24.6,1166.02,g,16.5476,-20.48,24.209,10.033,14.176,SN Ia,0.055,35.14779612,0.115
ZTF20acnywhz,417210300013998,SN2020ykc,10:01:09.11,-02:19:11.3,1159.0,g,18.5005,-19.89,26.209,8.239,17.97,SN Ia,0.1,39.52555311,0.151
ZTF20acklcyp,647204300002676,SN2020xkx,23:20:28.17,+22:59:12.8,1384.86,r,17.4871,-18.96,291.706,197.745,93.961,SN IIn,0.0415,-35.27812885,0.202
ZTF20ackhzba,750205300006899,SN2020xsr,09:28:49.96,+46:39:12.0,1151.99,g,18.1576,-19.13,21.833,7.897,13.936,SN Ia,0.064,45.96633237,0.048
ZTF20ackdkva,651211200004185,SN2020xyh,01:30:48.41,+34:48:07.2,1152.76,g,18.9302,-19.63,26.108,10.22,15.888,SN Ia,0.11,-27.37344261,0.117
ZTF20acjhhqx,747203300005091,SN2020xba,07:11:18.89,+44:22:46.3,1151.99,g,17.7679,-18.68,23.213,9.491,13.722,SN Ia,0.04,21.96372086,0.212
ZTF20acjetyf,352205100036362,SN2020xne,03:51:37.01,-10:03:22.4,1152.89,r,17.4654,-18.40,21.749,7.415,14.334,SN Ia,0.033,-44.32957007,0.116
ZTF20aciowcm,343206100027411,SN2020vxp,23:13:55.54,-17:30:46.9,1145.73,g,18.4662,-19.62,26.985,9.566,17.419,SN Ia,0.09,-65.54399144,0.093
ZTF20achncvv,747211100025250,SN2020vfu,07:17:05.82,+49:29:16.6,1152.02,r,18.1675,-20.79,47.815,17.822,29.993,SLSN-II,0.1281,24.28435952,0.239
ZTF20achksbc,849205400035128,SN2020vaf,19:23:55.60,+67:34:12.3,1139.7,g,18.6294,-19.27,23.246,10.614,12.632,SN Ia,0.076,21.93246974,0.248
ZTF20achdwmq,706213200005182,SN2020vax,07:17:58.05,+43:34:18.2,1139.93,g,18.1333,-19.20,25.556,10.358,15.198,SN Ia,0.06,22.87786013,0.209
ZTF20achawym,345216100003016,SN2020vcc,00:11:14.26,-06:27:34.1,1144.82,g,16.1397,-19.33,22.089,10.111,11.978,SN Ia,0.02746,-67.23005242,0.084
ZTF20acgnbvv,296202300012213,SN2020uvg,01:06:22.94,-20:36:47.6,1138.75,g,17.6645,-19.08,23.798,11.11,12.688,SN Ia,0.05,-82.64489441,0.05
ZTF20acgdycd,871211400026764,SN2020upi,06:12:01.23,+84:11:32.7,1139.8,r,17.6667,-19.16,22.546,12.374,10.172,SN Ia,0.05,25.9912327,0.176
ZTF20acgbkji,781209400032182,SN2020unl,06:35:48.09,+55:42:39.9,1135.91,r,17.143,-19.20,16.832,8.912,7.92,SN Ia,0.04,20.03277598,0.179
ZTF20acfvsze,450212400049599,SN2020uye,01:37:19.30,+04:48:06.9,1134.83,r,18.3284,-18.82,18.889,8.882,10.007,SN Ia,0.06,-56.1993287,0.072
ZTF20acezpem,781207200022044,SN2020uhi,06:00:53.78,+54:41:26.2,1135.91,r,18.5851,-19.27,27.052,13.024,14.028,SN Ia,0.07,15.04513986,0.521
ZTF20accovje,596208200027926,SN2020uam,21:57:24.83,+18:02:35.2,1125.75,g,18.9357,-19.42,25.08,8.637,16.443,SN Ia,0.094,-28.19873695,0.235
ZTF20accmutv,414208100034854,SN2020uem,08:24:23.85,-03:29:19.0,1165.94,r,16.3954,-19.96,>119.916,>38.95,80.966,SN IIP,0.041,18.83086246,0.131
ZTF20accdijx,446212400013234,SN2020twk,23:29:13.48,-02:05:42.0,1134.8,r,17.6476,-17.65,41.063,21.068,19.995,SN II,0.025,-58.15169225,0.153
ZTF20acbttnt,399216400010452,SN2020tuf,01:20:13.72,-00:02:40.6,1122.84,g,18.4785,-19.83,23.766,9.756,14.01,SN Ia-91T,0.099,-62.04658892,0.095
ZTF20acberbd,871207200012974,SN2020tgf,06:02:35.05,+83:02:48.8,1111.89,g,18.3314,-19.29,27.818,10.953,16.865,SN Ia,0.07,25.45744379,0.161
ZTF20acbeanu,346201400000720,SN2020txg,01:02:28.85,-12:47:59.9,1120.85,g,17.9908,-19.17,18.621,6.963,11.658,SN Ia,0.06,-75.44034785,0.068
ZTF20acbcfaa,443209400005986,SN2020usa,22:26:13.58,-02:16:06.6,1167.62,r,18.6587,-21.86,>90.226,46.206,>44.02,SLSN-II,0.263,-47.28398838,0.174
ZTF20abzpxxu,695213100036332,SN2020tub,01:06:39.00,+43:16:29.2,1125.82,r,18.8796,-19.28,26.328,15.346,10.982,SN Ia,0.09,-19.51007437,0.217
ZTF20abzgegm,685203300039277,SN2020tja,19:15:17.38,+29:46:28.8,1110.75,r,18.2197,-18.80,20.032,5.224,14.808,SN II,0.046,8.40609038,0.623
ZTF20abyylgi,353212100023863,SN2020svn,03:58:10.70,-08:49:00.8,1117.0,g,17.1847,-18.52,52.093,11.697,40.396,SN II,0.02891,-42.31578668,0.183
ZTF20abywoaa,347205400016923,SN2020sur,01:28:59.57,-11:29:29.3,1099.9,g,18.5805,-18.73,26.955,6.616,20.339,SN II,0.063,-72.04643456,0.1
